"locality","unit","family type","type of income","time","Family income"
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",357134
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",358769
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",364858
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",386025
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",123993
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",136471
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",126653
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",127681
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",132081
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",137813
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",143569
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",136569
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",141695
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",157210
"Tasiilaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",163559
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",132819
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",128553
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",134006
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",137446
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",157215
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",158919
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",165147
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",150506
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",165803
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",168430
"Sermiligaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",169766
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",222720
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",211616
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",216834
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",216957
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",241866
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",258298
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",284411
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",270063
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",279191
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",282167
"Sermiligaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",263031
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",75282
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",81536
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",81605
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",83378
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",81029
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",90595
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",80790
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",81530
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",98207
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",79660
"Sermiligaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",96974
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",163261
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",154908
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",142779
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",152141
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",151811
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",196579
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",192936
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",175719
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",161068
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",168011
"Isertoq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",182388
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",261884
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",234976
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",229108
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",248615
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",282942
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",289893
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",295192
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",280459
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",270036
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",264367
"Isertoq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",378086
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",92033
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",104340
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",82348
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",84609
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",92205
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",123262
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",127200
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",103710
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",103379
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",112950
"Isertoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",120120
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",166640
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",181672
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",167396
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",163100
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",172496
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",183192
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",180009
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",166147
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",171832
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",182122
"Kulusuk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",195080
"Kulusuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",256848
"Kulusuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",278953
"Kulusuk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",262502
