seasonal_year,sellers_locality,ice-only,majority-ice,majority-water,water-only,"Couples, total","Families, total","Single people, total"
2020,Niaqornaarsuk,,,,53537.75,277840,159432,100228
2020,Niaqornat,,,82507.5,38856.0,266694,190665,135371
2020,Nutaarmiut,44505.0,92987.0,189973.085,3990.0,344183,302245,218368
2020,Nuuk,,,409323.75,122247.875,529538,321539,209236
2020,Oqaatsut,,,119524.48,65628.0,..,179032,129295
2020,Paamiut,,,,107469.29000000001,351407,209682,141024
2020,Qaanaaq,21417.375,134467.5,,,287939,180486,119165
2020,Qaarsut,,,222956.63,88284.76,347041,252098,147161
2020,Qaqortoq,,,,37532.25,400378,240030,159233
2020,Qasigiannguit,,,,72480.81,367162,244725,152389
2020,Qassimiut,,,,242590.33,..,170710,114673
2020,Qeqertaq,,,146394.0,141230.51,329061,216849,142040
2020,Qeqertarsuaq,,254409.88,66231.25,50932.75,...,...,...
2020,Qeqertarsuatsiaat,,,,249958.7,399990,260011,164235
2020,Qeqertat,13967.25,,,,..,150501,81979
2020,Saattut,61666.5,135674.0,242875.5,70352.94,404295,291431,155052
2020,Saqqaq,5122.0,,198854.61,95518.0,277832,198120,136946
2020,Sarfannguit,,,,166697.11000000002,322977,224312,165114
2020,Sermiligaaq,,,,86386.125,279191,165803,98207
2020,Siorapaluk,56216.0,,,,245018,190859,152947
2020,Sisimiut,,,,54284.725,432861,265726,174241
2020,Tasiilaq,,,,24124.75,358769,203681,141695
2020,Ukkusissat,2929.5,107837.375,241595.125,84773.0,327449,231020,131912
2020,Upernavik,8487.0,62262.0,173146.56,53123.915,362399,231692,134216
2020,Upernavik Kujalleq,11430.0,41101.0,153749.0,34784.0,253695,169730,105522
2020,Uummannaq,,19540.5,212024.5,109737.0,373307,240552,153680
2021,Aasiaat,,,70539.5,103496.63,362438,217292,149726
2021,Akunnaaq,86565.625,168188.5,84215.125,132633.5,323393,196747,154532
2021,Ammassivik,,,,844.0,282153,155942,116086
2021,Arsuk,,,,157278.63,369248,205739,146694
2021,Atammik,,,,196271.75,289405,195848,117260
2021,Attu,,,,99974.75,246356,169032,96864
2021,Iginniarfik,,,,30070.38,283105,223492,148976
2021,Ikamiut,,,,67389.14,332923,223451,127663
2021,Ikerasak,,145284.5,282967.5,34224.625,296467,207316,118165
2021,Ilimanaq,,,840745.8099999999,370659.92,340312,195455,142780
2021,Ilulissat,,80967.0,181556.285,182778.76,428100,269515,167988
2021,Innaarsuit,57769.0,170050.0,281876.14,15587.0,378916,251649,135951
2021,Kangaamiut,,,,64496.45,314476,215574,134425
2021,Kangaatsiaq,,,,46859.31,312657,214596,127976
2021,Kangerluk,,,,154900.0,..,132320,106481
2021,Kangersuatsiaq,,85650.5,73346.935,28962.510000000002,243630,162605,108589
2021,Kapisillit,,,,93863.5,285444,166456,140014
2021,Kitsissuarsuit,,,,116176.625,313713,198309,127785
2021,Kullorsuaq,32886.0,99081.0,150575.5,10255.5,262029,170843,105123
2021,Kulusuk,,,,27940.5,282241,182122,120382
2021,Maniitsoq,,,,265801.6,410420,252611,167924
2021,Naajaat,25434.0,,173943.05,,258980,189449,112191
2021,Nanortalik,,287.0,,25268.705,322451,195335,141532
2021,Narsaq,,,,88133.39,342170,215163,142466
2021,Niaqornaarsuk,,,,74957.51999999999,286777,173852,109960
2021,Niaqornat,,162453.5,158430.75,13111.75,315773,201684,140251
2021,Nutaarmiut,76086.0,231771.0,166834.45,,311926,260817,192672
2021,Nuuk,,1861.5,265726.5,77072.0,529244,321415,214390
2021,Oqaatsut,,,,130562.73,..,201782,151406
2021,Paamiut,,,,109159.69,378424,213126,140786
2021,Qaanaaq,21893.0,,,,295118,181859,125790
2021,Qaarsut,,131401.0,257931.25,128608.5,338599,242195,128779
2021,Qaqortoq,,,,30924.405,400452,237840,161740
2021,Qasigiannguit,,,,65816.5,356058,242452,157819
2021,Qassimiut,,,,106508.195,..,169716,93886
2021,Qeqertaq,37747.38,,266949.0,133442.3,271610,199587,150866
2021,Qeqertarsuaq,,,104977.5,56114.18,...,...,...
2021,Qeqertarsuatsiaat,,,,247181.0,367790,232384,153009
2021,Qeqertat,34075.75,,,,289903,169367,83270
2021,Saattut,105850.125,182909.5,182062.69,41881.25,388409,277020,161653
2021,Saqqaq,,,293118.13,75756.0,284587,205363,145944
2021,Sarfannguit,,,,94906.075,333081,239533,172178
2021,Sermiligaaq,,,,116773.75,282167,168430,79660
2021,Siorapaluk,7073.875,,,,253340,190809,151016
2021,Sisimiut,,,,41476.51,435329,274598,181370
2021,Tasiilaq,,,,32917.75,364858,217060,157210
2021,Ukkusissat,26280.629999999997,196677.065,335770.25,61989.75,335906,232507,147203
2021,Upernavik,23931.0,102272.0,183217.60499999998,52928.0,358848,233551,142946
2021,Upernavik Kujalleq,25236.0,52546.0,166172.0,23634.0,246041,164404,103993
2021,Uummannaq,127075.0,212116.13,312187.0,124543.875,381527,239010,153309
2022,Aasiaat,,,45864.5,43123.625,361907,219428,154391
2022,Akunnaaq,119624.125,172879.5,153735.875,83116.0,344064,192902,138483
2022,Arsuk,,,,285598.5,374110,197726,142291
2022,Atammik,,,,83722.25,312607,209189,121173
2022,Attu,,,,118175.5,263319,174104,100947
2022,Iginniarfik,,,94394.76,36976.880000000005,301093,186737,104147
2022,Ikamiut,64977.32,143018.35,115709.81,,315650,225538,128990
2022,Ikerasak,115475.0,267823.9,258900.2,34352.51,322601,215479,121066
2022,Ilimanaq,,,398321.38,186582.505,307893,198296,148977
2022,Ilulissat,,,319723.31,221487.74,452724,277735,176766
2022,Innaarsuit,76325.0,205227.0,204601.44,107174.0,408523,250730,153368
2022,Kangaamiut,,,,57666.75,369722,242014,136442
2022,Kangaatsiaq,,,,98814.5,343141,224461,133380
2022,Kangerluk,,,,130577.875,..,167289,..
2022,Kangerlussuaq,61734.25,,,,495115,337974,244930
2022,Kangersuatsiaq,,131639.0,146863.0,32536.0,252785,170584,101714
2022,Kitsissuarsuit,,,,75851.745,310775,207659,140938
2022,Kullorsuaq,25574.0,127600.75,97530.0,24986.0,260760,177893,113178
2022,Kulusuk,,,,28227.25,302729,195080,123923
2022,Maniitsoq,,,,197538.0,430329,262478,175632
2022,Naajaat,,56623.5,323534.0,,227901,176019,111167
2022,Nanortalik,,,,9530.865,342909,208495,151700
2022,Narsaq,,,,82457.19,351574,211334,143682
2022,Niaqornaarsuk,,,,86032.37,302417,182163,124969
2022,Niaqornat,,,203901.77,278555.0,391517,237010,152733
2022,Nutaarmiut,4134.0,237148.0,171415.0,,380648,279472,134935
2022,Nuuk,,428677.76,3060962.38,141064.05,540546,330322,223223
2022,Oqaatsut,,,,164805.675,372872,236343,172629
2022,Paamiut,,,,199148.29,366345,217263,151080
2022,Qaanaaq,5255.25,,,,297804,181493,124999
2022,Qaarsut,,98799.25,206998.38,56665.375,346027,244883,135310
2022,Qaqortoq,,,,39322.25,412264,242166,165607
2022,Qasigiannguit,,121926.75,,55790.705,374680,245974,153860
2022,Qassimiut,,,,377567.01,..,186412,110134
2022,Qeqertaq,,186278.75,265662.02,124719.5,277262,211241,151822
2022,Qeqertarsuaq,,48099.84,,41641.25,...,...,...
2022,Qeqertarsuatsiaat,,,,265916.75,391217,248916,163044
2022,Qeqertat,56466.75,,,,..,150803,87196
2022,Saattut,46686.04,206858.17,191739.2,23690.52,378121,255211,156537
2022,Saqqaq,55271.25,101022.38,91606.86,119857.70999999999,313733,212581,137816
2022,Sarfannguit,,,,224967.455,345154,246273,147392
2022,Savissivik,1695.75,,,,234619,147935,104592
2022,Sermiligaaq,,,,54987.5,263031,169766,96974
2022,Siorapaluk,7102.25,,,,254305,160671,110253
2022,Sisimiut,,,,1239.25,459682,286506,188747
2022,Tasiilaq,,,,11403.0,386025,224478,163559
2022,Ukkusissat,24078.38,187941.57,342391.75,,372054,260363,138202
2022,Upernavik,19562.5,148473.0,142270.0,58344.5,378351,245442,156976
2022,Upernavik Kujalleq,10455.0,75962.5,141065.5,61105.0,273308,178665,105712
2022,Uummannaq,,159086.0,200800.5,84290.01,389134,243085,163846
