seasonal_year,sellers_locality,vessel_type,field_code,longitude,latitude
2012,Aasiaat,water,LN027,-51.375,69.9375
2012,Aasiaat,water,LA021,-52.875,68.5625
2012,Aasiaat,water,LA020,-53.125,68.5625
2012,Aasiaat,water,LG028,-51.125,69.1875
2012,Aasiaat,water,LA022,-52.625,68.5625
2012,Aasiaat,water,KT020,-53.125,68.0625
2012,Aasiaat,water,LD021,-52.875,68.8125
2012,Aasiaat,water,LB022,-52.625,68.6875
2012,Aasiaat,water,LH028,-51.125,69.3125
2012,Aasiaat,water,KX018,-53.625,68.3125
2012,Aasiaat,water,LB021,-52.875,68.6875
2012,Aasiaat,water,LD022,-52.625,68.8125
2012,Aasiaat,water,LB020,-53.125,68.6875
2012,Aasiaat,water,KV019,-53.375,68.1875
2012,Aasiaat,water,LE019,-53.375,68.9375
2012,Aasiaat,water,LF019,-53.375,69.0625
2012,Aasiaat,water,LD020,-53.125,68.8125
2012,Aasiaat,water,LB024,-52.125,68.6875
2012,Aasiaat,water,LB023,-52.375,68.6875
2012,Aasiaat,water,LD023,-52.375,68.8125
2012,Aasiaat,water,LA019,-53.375,68.5625
2012,Aasiaat,water,LD025,-51.875,68.8125
2012,Aasiaat,water,KZ018,-53.625,68.4375
2012,Aasiaat,water,LN025,-51.875,69.9375
2012,Akunnaaq,water,LD023,-52.375,68.8125
2012,Akunnaaq,water,LB024,-52.125,68.6875
2012,Akunnaaq,water,LP024,-52.125,70.0625
2012,Akunnaaq,water,LB023,-52.375,68.6875
2012,Akunnaaq,water,JB023,-52.375,63.9375
2012,Akunnaaq,water,LB025,-51.875,68.6875
2012,Akunnaaq,water,LD024,-52.125,68.8125
2012,Akunnaaq,water,LD022,-52.625,68.8125
2012,Akunnaaq,water,LD025,-51.875,68.8125
2012,Akunnaaq,water,LD021,-52.875,68.8125
2012,Akunnaaq,water,LD026,-51.625,68.8125
2012,Akunnaaq,water,LB022,-52.625,68.6875
2012,Akunnaaq,water,LD019,-53.375,68.8125
2012,Akunnaaq,water,LG018,-53.625,69.1875
2012,Akunnaaq,water,LA021,-52.875,68.5625
2012,Akunnaaq,water,LE022,-52.625,68.9375
2012,Akunnaaq,water,LH028,-51.125,69.3125
2012,Akunnaaq,water,LG028,-51.125,69.1875
2012,Ammassivik,water,GR049,-45.875,60.6875
2012,Ammassivik,water,GR048,-46.125,60.6875
2012,Ammassivik,water,GP049,-45.875,60.5625
2012,Ammassivik,water,GS050,-45.625,60.8125
2012,Ammassivik,water,GS049,-45.875,60.8125
2012,Ammassivik,water,GT051,-45.375,60.9375
2012,Arsuk,water,GX038,-48.625,61.1875
2012,Arsuk,water,GX039,-48.375,61.1875
2012,Arsuk,water,GX040,-48.125,61.1875
2012,Arsuk,water,HF034,-49.625,61.9375
2012,Arsuk,water,GV040,-48.125,61.0625
2012,Arsuk,water,HA038,-48.625,61.4375
2012,Arsuk,water,GX049,-45.875,61.1875
2012,Arsuk,water,GZ049,-45.875,61.3125
2012,Arsuk,water,GV041,-47.875,61.0625
2012,Arsuk,water,HE034,-49.625,61.8125
2012,Arsuk,water,GS045,-46.875,60.8125
2012,Arsuk,water,GV048,-46.125,61.0625
2012,Arsuk,water,GT046,-46.625,60.9375
2012,Atammik,water,JK024,-52.125,64.8125
2012,Atammik,water,JK012,-55.125,64.8125
2012,Atammik,water,JH024,-52.125,64.5625
2012,Atammik,water,JM023,-52.375,65.0625
2012,Atammik,water,JL026,-51.625,64.9375
2012,Atammik,water,JL025,-51.875,64.9375
2012,Atammik,water,JG024,-52.125,64.4375
2012,Atammik,water,JJ030,-50.625,64.6875
2012,Atammik,water,JL024,-52.125,64.9375
2012,Attu,water,KT018,-53.625,68.0625
2012,Attu,water,KT017,-53.875,68.0625
2012,Attu,water,KS018,-53.625,67.9375
2012,Attu,water,LT027,-51.375,70.4375
2012,Attu,water,LV027,-51.375,70.5625
2012,Attu,water,LN027,-51.375,69.9375
2012,Attu,water,KV019,-53.375,68.1875
2012,Attu,water,LN028,-51.125,69.9375
2012,Attu,water,KS020,-53.125,67.9375
2012,Attu,water,KS019,-53.375,67.9375
2012,Attu,water,KR018,-53.625,67.8125
2012,Attu,water,KS022,-52.625,67.9375
2012,Attu,water,KT019,-53.375,68.0625
2012,Attu,water,KP018,-53.625,67.6875
2012,Attu,water,KR017,-53.875,67.8125
2012,Attu,water,KS017,-53.875,67.9375
2012,Attu,water,LG028,-51.125,69.1875
2012,Attu,water,KK017,-53.875,67.1875
2012,Attu,water,KL018,-53.625,67.3125
2012,Attu,water,KV017,-53.875,68.1875
2012,Attu,water,KM017,-53.875,67.4375
2012,Attu,water,KP017,-53.875,67.6875
2012,Attu,water,KL017,-53.875,67.3125
2012,Attu,water,KN020,-53.125,67.5625
2012,Attu,water,KS021,-52.875,67.9375
2012,Attu,water,KP019,-53.375,67.6875
2012,Attu,water,KL019,-53.375,67.3125
2012,Attu,water,LH028,-51.125,69.3125
2012,Attu,water,LH027,-51.375,69.3125
2012,Attu,water,LG027,-51.375,69.1875
2012,Attu,water,LN025,-51.875,69.9375
2012,Attu,water,KX018,-53.625,68.3125
2012,Attu,water,LM026,-51.625,69.8125
2012,Attu,water,LM027,-51.375,69.8125
2012,Attu,water,LN023,-52.375,69.9375
2012,Attu,water,LN024,-52.125,69.9375
2012,Attu,water,LM025,-51.875,69.8125
2012,Attu,water,LP024,-52.125,70.0625
2012,Eqalugaarsuit,water,GR049,-45.875,60.6875
2012,Eqalugaarsuit,water,GP049,-45.875,60.5625
2012,Eqalugaarsuit,water,GR050,-45.625,60.6875
2012,Eqalugaarsuit,water,GS049,-45.875,60.8125
2012,Eqalugaarsuit,water,GS050,-45.625,60.8125
2012,Eqalugaarsuit,water,GR048,-46.125,60.6875
2012,Eqalugaarsuit,water,GR045,-46.875,60.6875
2012,Iginniarfik,water,KT020,-53.125,68.0625
2012,Iginniarfik,water,KV020,-53.125,68.1875
2012,Iginniarfik,water,KV019,-53.375,68.1875
2012,Iginniarfik,water,KS021,-52.875,67.9375
2012,Iginniarfik,water,KS022,-52.625,67.9375
2012,Iginniarfik,water,KS023,-52.375,67.9375
2012,Iginniarfik,water,KT021,-52.875,68.0625
2012,Iginniarfik,water,KT019,-53.375,68.0625
2012,Iginniarfik,water,LG028,-51.125,69.1875
2012,Iginniarfik,water,LH028,-51.125,69.3125
2012,Iginniarfik,water,LK027,-51.375,69.5625
2012,Iginniarfik,water,LL027,-51.375,69.6875
2012,Iginniarfik,water,LP024,-52.125,70.0625
2012,Iginniarfik,water,LN023,-52.375,69.9375
2012,Iginniarfik,water,LL026,-51.625,69.6875
2012,Iginniarfik,water,LN022,-52.625,69.9375
2012,Iginniarfik,water,LN028,-51.125,69.9375
2012,Iginniarfik,water,LP028,-51.125,70.0625
2012,Iginniarfik,water,LN027,-51.375,69.9375
2012,Iginniarfik,water,LM027,-51.375,69.8125
2012,Iginniarfik,water,LJ028,-51.125,69.4375
2012,Iginniarfik,water,LN025,-51.875,69.9375
2012,Ikamiut,ice,LB025,-51.875,68.6875
2012,Ikamiut,water,LA025,-51.875,68.5625
2012,Ikamiut,water,LB024,-52.125,68.6875
2012,Ikamiut,water,LB025,-51.875,68.6875
2012,Ikamiut,water,LB023,-52.375,68.6875
2012,Ikamiut,water,JB025,-51.875,63.9375
2012,Ikamiut,water,LA024,-52.125,68.5625
2012,Ikamiut,water,LD025,-51.875,68.8125
2012,Ikamiut,water,LD024,-52.125,68.8125
2012,Ikamiut,water,LD026,-51.625,68.8125
2012,Ikamiut,water,JE024,-52.125,64.1875
2012,Ikamiut,water,JD027,-51.375,64.0625
2012,Ikamiut,water,LA027,-51.375,68.5625
2012,Ikamiut,water,JF024,-52.125,64.3125
2012,Ikamiut,water,JE027,-51.375,64.1875
2012,Ikamiut,water,JE025,-51.875,64.1875
2012,Ikamiut,water,LG028,-51.125,69.1875
2012,Ikamiut,water,LA026,-51.625,68.5625
2012,Ikamiut,water,LM027,-51.375,69.8125
2012,Ikamiut,water,LH028,-51.125,69.3125
2012,Ikamiut,water,LD021,-52.875,68.8125
2012,Ikamiut,water,LN027,-51.375,69.9375
2012,Ikamiut,water,LN025,-51.875,69.9375
2012,"Ikerasaarsuk, Kangaatsiaq",water,KV019,-53.375,68.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,KV020,-53.125,68.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,KX019,-53.375,68.3125
2012,"Ikerasaarsuk, Kangaatsiaq",water,LG028,-51.125,69.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LG029,-50.875,69.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LH028,-51.125,69.3125
2012,"Ikerasaarsuk, Kangaatsiaq",water,KS021,-52.875,67.9375
2012,"Ikerasaarsuk, Kangaatsiaq",water,KS022,-52.625,67.9375
2012,"Ikerasaarsuk, Kangaatsiaq",water,KS023,-52.375,67.9375
2012,"Ikerasaarsuk, Kangaatsiaq",water,KT022,-52.625,68.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,KT019,-53.375,68.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,KT020,-53.125,68.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,KT017,-53.875,68.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,KT018,-53.625,68.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,KV018,-53.625,68.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LG031,-50.375,69.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,KV017,-53.875,68.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LD021,-52.875,68.8125
2012,"Ikerasaarsuk, Kangaatsiaq",water,LF019,-53.375,69.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,LD020,-53.125,68.8125
2012,"Ikerasaarsuk, Kangaatsiaq",water,LH016,-54.125,69.3125
2012,"Ikerasaarsuk, Kangaatsiaq",water,LH017,-53.875,69.3125
2012,"Ikerasaarsuk, Kangaatsiaq",water,LG027,-51.375,69.1875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LJ027,-51.375,69.4375
2012,"Ikerasaarsuk, Kangaatsiaq",water,LF027,-51.375,69.0625
2012,"Ikerasaarsuk, Kangaatsiaq",water,LL027,-51.375,69.6875
2012,"Ikerasaarsuk, Kangaatsiaq",water,LH027,-51.375,69.3125
2012,"Ikerasaarsuk, Upernavik",ice,ND008,-56.125,73.5625
2012,"Ikerasaarsuk, Upernavik",ice,ND007,-56.375,73.5625
2012,"Ikerasaarsuk, Upernavik",water,ND008,-56.125,73.5625
2012,"Ikerasaarsuk, Upernavik",water,ND011,-55.375,73.5625
2012,Ikerasak,ice,LV027,-51.375,70.5625
2012,Ikerasak,ice,LT027,-51.375,70.4375
2012,Ikerasak,ice,LX028,-51.125,70.6875
2012,Ikerasak,ice,LV026,-51.625,70.5625
2012,Ikerasak,ice,LX027,-51.375,70.6875
2012,Ikerasak,ice,LV028,-51.125,70.5625
2012,Ikerasak,ice,LV029,-50.875,70.5625
2012,Ikerasak,ice,LT029,-50.875,70.4375
2012,Ikerasak,ice,LT028,-51.125,70.4375
2012,Ikerasak,ice,LX024,-52.125,70.6875
2012,Ikerasak,ice,LX029,-50.875,70.6875
2012,Ikerasak,ice,MA026,-51.625,70.9375
2012,Ikerasak,water,LV027,-51.375,70.5625
2012,Ikerasak,water,LS029,-50.875,70.3125
2012,Ikerasak,water,LT030,-50.625,70.4375
2012,Ikerasak,water,LT027,-51.375,70.4375
2012,Ikerasak,water,LT029,-50.875,70.4375
2012,Ikerasak,water,LG028,-51.125,69.1875
2012,Ikerasak,water,LT028,-51.125,70.4375
2012,Ikerasak,water,LV026,-51.625,70.5625
2012,Ikerasak,water,LV028,-51.125,70.5625
2012,Ikerasak,water,LT026,-51.625,70.4375
2012,Ikerasak,water,LS030,-50.625,70.3125
2012,Ikerasak,water,LS028,-51.125,70.3125
2012,Ikerasak,water,NA009,-55.875,73.3125
2012,Ikerasak,water,MB025,-51.875,71.0625
2012,Ikerasak,water,ND008,-56.125,73.5625
2012,Ikerasak,water,MG021,-52.875,71.5625
2012,Ikerasak,water,MF021,-52.875,71.4375
2012,Ikerasak,water,LN027,-51.375,69.9375
2012,Ikerasak,water,MA028,-51.125,70.9375
2012,Ikerasak,water,LV025,-51.875,70.5625
2012,Ikerasak,water,LX024,-52.125,70.6875
2012,Ikerasak,water,LX025,-51.875,70.6875
2012,Ikerasak,water,LX022,-52.625,70.6875
2012,Ikerasak,water,LX026,-51.625,70.6875
2012,Ikerasak,water,LX027,-51.375,70.6875
2012,Ikerasak,water,LX023,-52.375,70.6875
2012,Ikerasak,water,LM027,-51.375,69.8125
2012,Ikerasak,water,LN026,-51.625,69.9375
2012,Ikerasak,water,LV029,-50.875,70.5625
2012,Ikerasak,water,LX028,-51.125,70.6875
2012,Ikerasak,water,LN028,-51.125,69.9375
2012,Ikerasak,water,LV024,-52.125,70.5625
2012,Ikerasak,water,LP024,-52.125,70.0625
2012,Ikerasak,water,LN024,-52.125,69.9375
2012,Ikerasak,water,LN025,-51.875,69.9375
2012,Ikerasak,water,LG029,-50.875,69.1875
2012,Ilimanaq,ice,LF028,-51.125,69.0625
2012,Ilimanaq,water,LG029,-50.875,69.1875
2012,Ilimanaq,water,LG028,-51.125,69.1875
2012,Ilimanaq,water,LF028,-51.125,69.0625
2012,Ilimanaq,water,LF027,-51.375,69.0625
2012,Ilimanaq,water,LG031,-50.375,69.1875
2012,Ilimanaq,water,LG030,-50.625,69.1875
2012,Ilimanaq,water,LB027,-51.375,68.6875
2012,Ilimanaq,water,LE028,-51.125,68.9375
2012,Ilimanaq,water,LB028,-51.125,68.6875
2012,Ilimanaq,water,LB025,-51.875,68.6875
2012,Ilimanaq,water,LH028,-51.125,69.3125
2012,Ilimanaq,water,LG027,-51.375,69.1875
2012,Ilimanaq,water,LJ027,-51.375,69.4375
2012,Ilimanaq,water,LH027,-51.375,69.3125
2012,Illorsuit,ice,MD019,-53.375,71.1875
2012,Illorsuit,water,MD019,-53.375,71.1875
2012,Illorsuit,water,LX025,-51.875,70.6875
2012,Illorsuit,water,LT028,-51.125,70.4375
2012,Illorsuit,water,MF021,-52.875,71.4375
2012,Illorsuit,water,MG022,-52.625,71.5625
2012,Illorsuit,water,LZ029,-50.875,70.8125
2012,Illorsuit,water,MH025,-51.875,71.6875
2012,Illorsuit,water,LV028,-51.125,70.5625
2012,Illorsuit,water,MH026,-51.625,71.6875
2012,Illorsuit,water,MF020,-53.125,71.4375
2012,Illorsuit,water,MG021,-52.875,71.5625
2012,Illorsuit,water,MD021,-52.875,71.1875
2012,Illorsuit,water,LT027,-51.375,70.4375
2012,Illorsuit,water,LV026,-51.625,70.5625
2012,Illorsuit,water,LV027,-51.375,70.5625
2012,Illorsuit,water,LZ027,-51.375,70.8125
2012,Illorsuit,water,MA026,-51.625,70.9375
2012,Illorsuit,water,LZ026,-51.625,70.8125
2012,Illorsuit,water,LX024,-52.125,70.6875
2012,Illorsuit,water,MF019,-53.375,71.4375
2012,Illorsuit,water,ME019,-53.375,71.3125
2012,Illorsuit,water,MG020,-53.125,71.5625
2012,Illorsuit,water,LS029,-50.875,70.3125
2012,Illorsuit,water,MD020,-53.125,71.1875
2012,Illorsuit,water,LG028,-51.125,69.1875
2012,Illorsuit,water,ME020,-53.125,71.3125
2012,Illorsuit,water,LX023,-52.375,70.6875
2012,Ilulissat,ice,LG030,-50.625,69.1875
2012,Ilulissat,ice,LH029,-50.875,69.3125
2012,Ilulissat,ice,LG028,-51.125,69.1875
2012,Ilulissat,ice,LG029,-50.875,69.1875
2012,Ilulissat,ice,LG031,-50.375,69.1875
2012,Ilulissat,ice,LX023,-52.375,70.6875
2012,Ilulissat,ice,LN026,-51.625,69.9375
2012,Ilulissat,water,LH028,-51.125,69.3125
2012,Ilulissat,water,LG028,-51.125,69.1875
2012,Ilulissat,water,LJ029,-50.875,69.4375
2012,Ilulissat,water,LX023,-52.375,70.6875
2012,Ilulissat,water,NB010,-55.625,73.4375
2012,Ilulissat,water,LT028,-51.125,70.4375
2012,Ilulissat,water,LH027,-51.375,69.3125
2012,Ilulissat,water,LF028,-51.125,69.0625
2012,Ilulissat,water,LK027,-51.375,69.5625
2012,Ilulissat,water,LK026,-51.625,69.5625
2012,Ilulissat,water,LK025,-51.875,69.5625
2012,Ilulissat,water,LJ026,-51.625,69.4375
2012,Ilulissat,water,LV025,-51.875,70.5625
2012,Ilulissat,water,MV014,-54.625,72.9375
2012,Ilulissat,water,LN030,-50.625,69.9375
2012,Ilulissat,water,LJ025,-51.875,69.4375
2012,Ilulissat,water,LN029,-50.875,69.9375
2012,Ilulissat,water,LE023,-52.375,68.9375
2012,Ilulissat,water,LL025,-51.875,69.6875
2012,Ilulissat,water,LJ028,-51.125,69.4375
2012,Ilulissat,water,LS029,-50.875,70.3125
2012,Ilulissat,water,LK029,-50.875,69.5625
2012,Ilulissat,water,LP028,-51.125,70.0625
2012,Ilulissat,water,LK030,-50.625,69.5625
2012,Ilulissat,water,LN027,-51.375,69.9375
2012,Ilulissat,water,LP020,-53.125,70.0625
2012,Ilulissat,water,LL026,-51.625,69.6875
2012,Ilulissat,water,LN028,-51.125,69.9375
2012,Ilulissat,water,LE024,-52.125,68.9375
2012,Ilulissat,water,LD026,-51.625,68.8125
2012,Ilulissat,water,LM025,-51.875,69.8125
2012,Ilulissat,water,LT030,-50.625,70.4375
2012,Ilulissat,water,LG027,-51.375,69.1875
2012,Ilulissat,water,LK028,-51.125,69.5625
2012,Ilulissat,water,LG029,-50.875,69.1875
2012,Ilulissat,water,MV013,-54.875,72.9375
2012,Ilulissat,water,LJ027,-51.375,69.4375
2012,Ilulissat,water,KG028,-51.125,66.8125
2012,Ilulissat,water,LL027,-51.375,69.6875
2012,Ilulissat,water,LF025,-51.875,69.0625
2012,Ilulissat,water,LD023,-52.375,68.8125
2012,Ilulissat,water,LD025,-51.875,68.8125
2012,Ilulissat,water,LH029,-50.875,69.3125
2012,Ilulissat,water,LP021,-52.875,70.0625
2012,Ilulissat,water,LN021,-52.875,69.9375
2012,Ilulissat,water,LS014,-54.625,70.3125
2012,Ilulissat,water,LS013,-54.875,70.3125
2012,Ilulissat,water,LS019,-53.375,70.3125
2012,Ilulissat,water,LR021,-52.875,70.1875
2012,Ilulissat,water,LK019,-53.375,69.5625
2012,Ilulissat,water,LN022,-52.625,69.9375
2012,Ilulissat,water,LS018,-53.625,70.3125
2012,Ilulissat,water,LV015,-54.375,70.5625
2012,Ilulissat,water,LE025,-51.875,68.9375
2012,Ilulissat,water,LJ024,-52.125,69.4375
2012,Ilulissat,water,ND011,-55.375,73.5625
2012,Ilulissat,water,LG030,-50.625,69.1875
2012,Ilulissat,water,LG031,-50.375,69.1875
2012,Ilulissat,water,LR019,-53.375,70.1875
2012,Ilulissat,water,LM022,-52.625,69.8125
2012,Ilulissat,water,LM024,-52.125,69.8125
2012,Ilulissat,water,LN023,-52.375,69.9375
2012,Ilulissat,water,LF027,-51.375,69.0625
2012,Ilulissat,water,LF026,-51.625,69.0625
2012,Ilulissat,water,LT027,-51.375,70.4375
2012,Ilulissat,water,LF024,-52.125,69.0625
2012,Ilulissat,water,LG026,-51.625,69.1875
2012,Ilulissat,water,LD027,-51.375,68.8125
2012,Ilulissat,water,LP030,-50.625,70.0625
2012,Ilulissat,water,LG017,-53.875,69.1875
2012,Ilulissat,water,LD022,-52.625,68.8125
2012,Ilulissat,water,LD017,-53.875,68.8125
2012,Ilulissat,water,LG018,-53.625,69.1875
2012,Ilulissat,water,LG015,-54.375,69.1875
2012,Ilulissat,water,LA019,-53.375,68.5625
2012,Ilulissat,water,LB020,-53.125,68.6875
2012,Ilulissat,water,LB019,-53.375,68.6875
2012,Ilulissat,water,LD021,-52.875,68.8125
2012,Ilulissat,water,KX017,-53.875,68.3125
2012,Ilulissat,water,KX018,-53.625,68.3125
2012,Ilulissat,water,LG032,-50.125,69.1875
2012,Ilulissat,water,KV017,-53.875,68.1875
2012,Ilulissat,water,LP024,-52.125,70.0625
2012,Ilulissat,water,LN031,-50.375,69.9375
2012,Ilulissat,water,LH023,-52.375,69.3125
2012,Ilulissat,water,LN025,-51.875,69.9375
2012,Ilulissat,water,LE026,-51.625,68.9375
2012,Ilulissat,water,LN024,-52.125,69.9375
2012,Ilulissat,water,LP025,-51.875,70.0625
2012,Ilulissat,water,LN026,-51.625,69.9375
2012,Ilulissat,water,KZ018,-53.625,68.4375
2012,Ilulissat,water,LB024,-52.125,68.6875
2012,Ilulissat,water,KX019,-53.375,68.3125
2012,Ilulissat,water,KV018,-53.625,68.1875
2012,Ilulissat,water,LG002,-57.625,69.1875
2012,Ilulissat,water,LB023,-52.375,68.6875
2012,Ilulissat,water,LG023,-52.375,69.1875
2012,Ilulissat,water,LM027,-51.375,69.8125
2012,Ilulissat,water,LB025,-51.875,68.6875
2012,Ilulissat,water,LD024,-52.125,68.8125
2012,Ilulissat,water,LB026,-51.625,68.6875
2012,Ilulissat,water,LD020,-53.125,68.8125
2012,Ilulissat,water,LE028,-51.125,68.9375
2012,Ilulissat,water,LM026,-51.625,69.8125
2012,Ilulissat,water,LB028,-51.125,68.6875
2012,Ilulissat,water,ME019,-53.375,71.3125
2012,Ilulissat,water,LD029,-50.875,68.8125
2012,Ilulissat,water,LL030,-50.625,69.6875
2012,Ilulissat,water,LJ030,-50.625,69.4375
2012,Ilulissat,water,LD028,-51.125,68.8125
2012,Ilulissat,water,LH026,-51.625,69.3125
2012,Ilulissat,water,LH024,-52.125,69.3125
2012,Ilulissat,water,LE022,-52.625,68.9375
2012,Ilulissat,water,LE027,-51.375,68.9375
2012,Ilulissat,water,LH019,-53.375,69.3125
2012,Ilulissat,water,MD020,-53.125,71.1875
2012,Ilulissat,water,LM028,-51.125,69.8125
2012,Innaarsuit,ice,MZ008,-56.125,73.1875
2012,Innaarsuit,ice,NA008,-56.125,73.3125
2012,Innaarsuit,ice,MX009,-55.875,73.0625
2012,Innaarsuit,ice,ND007,-56.375,73.5625
2012,Innaarsuit,ice,ND008,-56.125,73.5625
2012,Innaarsuit,ice,MZ010,-55.625,73.1875
2012,Innaarsuit,ice,MZ009,-55.875,73.1875
2012,Innaarsuit,ice,MZ011,-55.375,73.1875
2012,Innaarsuit,ice,NA009,-55.875,73.3125
2012,Innaarsuit,ice,MX008,-56.125,73.0625
2012,Innaarsuit,ice,MX012,-55.125,73.0625
2012,Innaarsuit,ice,NB008,-56.125,73.4375
2012,Innaarsuit,ice,MX010,-55.625,73.0625
2012,Innaarsuit,ice,MX011,-55.375,73.0625
2012,Innaarsuit,ice,MN013,-54.875,72.3125
2012,Innaarsuit,water,NN006,-56.625,74.6875
2012,Innaarsuit,water,MX009,-55.875,73.0625
2012,Innaarsuit,water,MZ008,-56.125,73.1875
2012,Innaarsuit,water,MZ012,-55.125,73.1875
2012,Innaarsuit,water,MZ009,-55.875,73.1875
2012,Innaarsuit,water,NG008,-56.125,73.9375
2012,Innaarsuit,water,MZ011,-55.375,73.1875
2012,Innaarsuit,water,MZ010,-55.625,73.1875
2012,Innaarsuit,water,MV012,-55.125,72.9375
2012,Innaarsuit,water,NA009,-55.875,73.3125
2012,Innaarsuit,water,NB010,-55.625,73.4375
2012,Innaarsuit,water,ND009,-55.875,73.5625
2012,Innaarsuit,water,ND008,-56.125,73.5625
2012,Innaarsuit,water,ND010,-55.625,73.5625
2012,Innaarsuit,water,NB008,-56.125,73.4375
2012,Innaarsuit,water,NB009,-55.875,73.4375
2012,Innaarsuit,water,MV014,-54.625,72.9375
2012,Innaarsuit,water,NA008,-56.125,73.3125
2012,Innaarsuit,water,ND011,-55.375,73.5625
2012,Innaarsuit,water,NA011,-55.375,73.3125
2012,Innaarsuit,water,NB011,-55.375,73.4375
2012,Innaarsuit,water,NA010,-55.625,73.3125
2012,Innaarsuit,water,MB010,-55.625,71.0625
2012,Innaarsuit,water,MX008,-56.125,73.0625
2012,Innaarsuit,water,MN013,-54.875,72.3125
2012,Innaarsuit,water,MX010,-55.625,73.0625
2012,Innaarsuit,water,MV013,-54.875,72.9375
2012,Innaarsuit,water,MT013,-54.875,72.8125
2012,Innaarsuit,water,NB006,-56.625,73.4375
2012,Innaarsuit,water,NM005,-56.875,74.5625
2012,Innaarsuit,water,NN005,-56.875,74.6875
2012,Innaarsuit,water,MV009,-55.875,72.9375
2012,Itilleq,water,KH023,-52.375,66.9375
2012,Itilleq,water,KE019,-53.375,66.5625
2012,Itilleq,water,KE020,-53.125,66.5625
2012,Itilleq,water,KE021,-52.875,66.5625
2012,Kangaamiut,water,JV020,-53.125,65.8125
2012,Kangaamiut,water,JV019,-53.375,65.8125
2012,Kangaamiut,water,JT020,-53.125,65.6875
2012,Kangaamiut,water,JX019,-53.375,65.9375
2012,Kangaamiut,water,JZ018,-53.625,66.0625
2012,Kangaamiut,water,JX021,-52.875,65.9375
2012,Kangaamiut,water,JZ019,-53.375,66.0625
2012,Kangaamiut,water,JX020,-53.125,65.9375
2012,Kangaamiut,water,JX018,-53.625,65.9375
2012,Kangaamiut,water,JR021,-52.875,65.4375
2012,Kangaamiut,water,JV018,-53.625,65.8125
2012,Kangaamiut,water,JN023,-52.375,65.1875
2012,Kangaamiut,water,JT021,-52.875,65.6875
2012,Kangaamiut,water,JT019,-53.375,65.6875
2012,Kangaamiut,water,JS022,-52.625,65.5625
2012,Kangaamiut,water,JZ020,-53.125,66.0625
2012,Kangaamiut,water,JT022,-52.625,65.6875
2012,Kangaamiut,water,JT023,-52.375,65.6875
2012,Kangaamiut,water,JX023,-52.375,65.9375
2012,Kangaamiut,water,JV023,-52.375,65.8125
2012,Kangaamiut,water,JX022,-52.625,65.9375
2012,Kangaamiut,water,JV022,-52.625,65.8125
2012,Kangaamiut,water,JZ025,-51.875,66.0625
2012,Kangaamiut,water,JE025,-51.875,64.1875
2012,Kangaamiut,water,KA018,-53.625,66.1875
2012,Kangaamiut,water,KD018,-53.625,66.4375
2012,Kangaamiut,water,JA025,-51.875,63.8125
2012,Kangaamiut,water,KB019,-53.375,66.3125
2012,Kangaamiut,water,KB018,-53.625,66.3125
2012,Kangaamiut,water,JK025,-51.875,64.8125
2012,Kangaamiut,water,JE027,-51.375,64.1875
2012,Kangaamiut,water,JF024,-52.125,64.3125
2012,Kangaamiut,water,JJ024,-52.125,64.6875
2012,Kangaamiut,water,JE024,-52.125,64.1875
2012,Kangaamiut,water,JB026,-51.625,63.9375
2012,Kangaamiut,water,JH024,-52.125,64.5625
2012,Kangaamiut,water,JT018,-53.625,65.6875
2012,Kangaamiut,water,JG024,-52.125,64.4375
2012,Kangaamiut,water,JE028,-51.125,64.1875
2012,Kangaamiut,water,JF026,-51.625,64.3125
2012,Kangaamiut,water,JD026,-51.625,64.0625
2012,Kangaamiut,water,JV021,-52.875,65.8125
2012,Kangaamiut,water,JS021,-52.875,65.5625
2012,Kangaamiut,water,KE025,-51.875,66.5625
2012,Kangaamiut,water,JJ030,-50.625,64.6875
2012,Kangaamiut,water,KF025,-51.875,66.6875
2012,Kangaamiut,water,JX024,-52.125,65.9375
2012,Kangaamiut,water,KD024,-52.125,66.4375
2012,Kangaatsiaq,water,KV018,-53.625,68.1875
2012,Kangaatsiaq,water,KX019,-53.375,68.3125
2012,Kangaatsiaq,water,KT018,-53.625,68.0625
2012,Kangaatsiaq,water,KV019,-53.375,68.1875
2012,Kangaatsiaq,water,KT019,-53.375,68.0625
2012,Kangaatsiaq,water,KS019,-53.375,67.9375
2012,Kangaatsiaq,water,KX020,-53.125,68.3125
2012,Kangaatsiaq,water,KX018,-53.625,68.3125
2012,Kangaatsiaq,water,LN028,-51.125,69.9375
