sellers_locality,seasonal_year,vessel_type,ppk
Eqalugaarsuit,2016,water,24.930555555555557
Eqalugaarsuit,2017,water,7.630681818181818
Eqalugaarsuit,2018,water,7.706255273043006
Eqalugaarsuit,2019,water,7.762376362873479
Eqalugaarsuit,2020,water,11.238888888888889
Eqalugaarsuit,2021,water,12.461538461538462
Eqalugaarsuit,2022,water,9.478571428571428
Igaliku,2018,water,8.213541666666666
Igaliku,2019,water,8.010416666666666
Igaliku,2022,water,9.0
Iginniarfik,2012,water,16.20061888251036
Iginniarfik,2013,water,10.510183481565607
Iginniarfik,2014,ice,7.285714285714286
Iginniarfik,2014,water,10.439306358381502
Iginniarfik,2015,water,12.904471544715447
Iginniarfik,2016,water,9.506675255534047
Iginniarfik,2017,water,10.81397879364784
Iginniarfik,2018,water,12.805373632929014
Iginniarfik,2019,water,15.34129861002713
Iginniarfik,2020,water,10.264294568279904
Iginniarfik,2021,water,13.313831159917639
Iginniarfik,2022,ice,22.0
Iginniarfik,2022,water,14.222512883255463
Ikamiut,2012,ice,12.05
Ikamiut,2012,water,15.660390946502059
Ikamiut,2013,ice,17.6
Ikamiut,2013,water,11.221154001868577
Ikamiut,2014,ice,11.611883257266394
Ikamiut,2014,water,15.673913043478262
Ikamiut,2015,water,16.58635385791794
Ikamiut,2016,ice,13.337802042753113
Ikamiut,2016,water,15.128261777605877
Ikamiut,2017,ice,6.263304805793285
Ikamiut,2017,water,14.964414924910791
Ikamiut,2018,ice,25.0
Ikamiut,2018,water,17.284672425937668
Ikamiut,2019,water,13.484175275757757
Ikamiut,2020,ice,21.0
Ikamiut,2020,water,13.666699503165777
Ikamiut,2021,water,16.323185393797235
Ikamiut,2022,ice,19.197175177507983
Ikamiut,2022,water,16.78134947502656
"Ikerasaarsuk, Kangaatsiaq",2012,water,16.30401144864442
"Ikerasaarsuk, Kangaatsiaq",2013,water,11.812503382391299
"Ikerasaarsuk, Kangaatsiaq",2014,ice,7.071428571428571
"Ikerasaarsuk, Kangaatsiaq",2014,water,10.53551912568306
"Ikerasaarsuk, Kangaatsiaq",2015,water,13.557377049180328
"Ikerasaarsuk, Kangaatsiaq",2016,water,8.0
"Ikerasaarsuk, Kangaatsiaq",2017,water,16.0
"Ikerasaarsuk, Kangaatsiaq",2018,water,6.0
"Ikerasaarsuk, Kangaatsiaq",2021,water,19.083333333333332
"Ikerasaarsuk, Kangaatsiaq",2022,water,6.250076923076923
"Ikerasaarsuk, Upernavik",2012,ice,11.8
"Ikerasaarsuk, Upernavik",2012,water,11.0
"Ikerasaarsuk, Upernavik",2013,ice,11.666666666666666
"Ikerasaarsuk, Upernavik",2013,water,12.142857142857142
"Ikerasaarsuk, Upernavik",2014,ice,16.5
"Ikerasaarsuk, Upernavik",2014,water,16.3
"Ikerasaarsuk, Upernavik",2015,ice,19.558823529411764
"Ikerasaarsuk, Upernavik",2015,water,20.5
"Ikerasaarsuk, Upernavik",2016,ice,15.674981790289158
"Ikerasaarsuk, Upernavik",2016,water,19.166666666666668
Ikerasak,2012,ice,13.080363317884794
Ikerasak,2012,water,11.474284233019297
Ikerasak,2013,ice,13.527534082775265
Ikerasak,2013,water,11.489256337475153
Ikerasak,2014,ice,15.621666666666666
Ikerasak,2014,water,13.590461771385314
Ikerasak,2015,ice,15.200574712643679
Ikerasak,2015,water,15.808566556762262
Ikerasak,2016,ice,18.411777032690697
Ikerasak,2016,water,18.79974364700551
Ikerasak,2017,ice,18.347520528091383
Ikerasak,2017,water,19.73400974417333
Ikerasak,2018,ice,18.5273851590106
Ikerasak,2018,water,18.206529209621994
Ikerasak,2019,ice,19.25914982175645
Ikerasak,2019,water,19.464961710486033
Ikerasak,2020,ice,20.537257477367493
Ikerasak,2020,water,19.285244695439143
Ikerasak,2021,ice,24.29445073612684
Ikerasak,2021,water,23.216790304904215
Ikerasak,2022,ice,24.017523013022373
Ikerasak,2022,water,23.18708228797434
Ilimanaq,2012,ice,20.0
Ilimanaq,2012,water,17.255567928730514
Ilimanaq,2013,water,17.426096181046677
Ilimanaq,2014,ice,21.546875
Ilimanaq,2014,water,18.049382716049383
Ilimanaq,2015,water,19.334027777777777
Ilimanaq,2016,ice,21.827868852459016
Ilimanaq,2016,water,19.682960893854748
Ilimanaq,2017,water,18.027581142738303
Ilimanaq,2018,water,21.07712543249446
Ilimanaq,2019,ice,27.5
Ilimanaq,2019,water,22.733386307793772
Ilimanaq,2020,water,19.64634050299206
Ilimanaq,2021,ice,21.500868672510464
Ilimanaq,2021,water,21.018261603909103
Ilimanaq,2022,ice,26.5
Ilimanaq,2022,water,22.19686783992901
Illorsuit,2012,ice,14.644628099173554
Illorsuit,2012,water,15.005555555555556
Illorsuit,2013,ice,14.475
Illorsuit,2013,water,15.00216714127014
Illorsuit,2014,ice,16.5
Illorsuit,2014,water,16.86898395721925
Illorsuit,2015,ice,16.6
Illorsuit,2015,water,17.668356997971603
Illorsuit,2016,ice,18.918181818181818
Illorsuit,2016,water,19.385824742268042
Illorsuit,2017,ice,19.94997863648502
Illorsuit,2017,water,21.42463142335574
Ilulissat,2012,ice,19.869300911854104
Ilulissat,2012,water,16.788573693774683
Ilulissat,2013,ice,19.63351254480287
Ilulissat,2013,water,15.904137583546765
Ilulissat,2014,ice,21.88457142857143
