,seasonal_year,sellers_locality,vessel_type,field_code
2937,2018,Kangaamiut,water,JV019
2938,2018,Kangaamiut,water,JV020
2939,2018,Kangaamiut,water,JX018
2940,2018,Kangaamiut,water,JX019
2941,2018,Kangaamiut,water,JX020
2942,2018,Kangaamiut,water,JX021
2943,2018,Kangaamiut,water,JZ018
2944,2018,Kangaamiut,water,KD018
2945,2018,Kangaamiut,water,KE018
2946,2018,Kangaatsiaq,water,JE024
2947,2018,Kangaatsiaq,water,JF024
2948,2018,Kangaatsiaq,water,JG024
2949,2018,Kangaatsiaq,water,LA028
2950,2018,Kangaatsiaq,water,LB020
2951,2018,Kangaatsiaq,water,LB023
2952,2018,Kangaatsiaq,water,LD025
2953,2018,Kangaatsiaq,water,LE021
2954,2018,Kangaatsiaq,water,LE025
2955,2018,Kangaatsiaq,water,LE028
2956,2018,Kangaatsiaq,water,LF027
2957,2018,Kangaatsiaq,water,LF028
2958,2018,Kangaatsiaq,water,LG027
2959,2018,Kangaatsiaq,water,LG028
2960,2018,Kangaatsiaq,water,LH028
2961,2018,Kitsissuarsuit,water,LB021
2962,2018,Kitsissuarsuit,water,LB023
2963,2018,Kitsissuarsuit,water,LD019
2964,2018,Kitsissuarsuit,water,LD020
2965,2018,Kitsissuarsuit,water,LD021
2966,2018,Kitsissuarsuit,water,LD025
2967,2018,Kitsissuarsuit,water,LE028
2968,2018,Kuummiut,water,600B2
2969,2018,Maniitsoq,water,JA024
2970,2018,Maniitsoq,water,JA025
2971,2018,Maniitsoq,water,JA026
2972,2018,Maniitsoq,water,JA027
2973,2018,Maniitsoq,water,JB025
2974,2018,Maniitsoq,water,JB026
2975,2018,Maniitsoq,water,JD027
2976,2018,Maniitsoq,water,JE024
2977,2018,Maniitsoq,water,JE025
2978,2018,Maniitsoq,water,JE026
2979,2018,Maniitsoq,water,JF024
2980,2018,Maniitsoq,water,JF026
2981,2018,Maniitsoq,water,JF029
2982,2018,Maniitsoq,water,JG024
2983,2018,Maniitsoq,water,JH024
2984,2018,Maniitsoq,water,JL023
2985,2018,Maniitsoq,water,JM020
2986,2018,Maniitsoq,water,JM022
2987,2018,Maniitsoq,water,JN020
2988,2018,Maniitsoq,water,JN021
2989,2018,Maniitsoq,water,JN022
2990,2018,Maniitsoq,water,JN023
2991,2018,Maniitsoq,water,JN024
2992,2018,Maniitsoq,water,JP021
2993,2018,Maniitsoq,water,JP022
2994,2018,Maniitsoq,water,JR020
2995,2018,Maniitsoq,water,JR021
2996,2018,Maniitsoq,water,JR022
2997,2018,Maniitsoq,water,JR023
2998,2018,Maniitsoq,water,JR024
2999,2018,Maniitsoq,water,JS020
3000,2018,Maniitsoq,water,JS021
3001,2018,Maniitsoq,water,JS022
3002,2018,Maniitsoq,water,JS025
3003,2018,Maniitsoq,water,JT020
3004,2018,Maniitsoq,water,JZ021
3005,2018,Nanortalik,water,GK052
3006,2018,Nanortalik,water,GL052
3007,2018,Nanortalik,water,GN052
3008,2018,Nanortalik,water,GR046
3009,2018,Nanortalik,water,GR050
3010,2018,Nanortalik,water,GR051
3011,2018,Nanortalik,water,GS046
3012,2018,Nanortalik,water,GS047
3013,2018,Nanortalik,water,GS048
3014,2018,Nanortalik,water,GS049
3015,2018,Nanortalik,water,GS050
3016,2018,Nanortalik,water,GT049
3017,2018,Nanortalik,water,GT050
3018,2018,Nanortalik,water,GT051
3019,2018,Napasoq,water,JF024
3020,2018,Napasoq,water,JH023
3021,2018,Napasoq,water,JH024
3022,2018,Napasoq,water,JK024
3023,2018,Napasoq,water,JL023
3024,2018,Napasoq,water,JL024
3025,2018,Napasoq,water,JM022
3026,2018,Napasoq,water,JM023
3027,2018,Napasoq,water,JM024
3028,2018,Napasoq,water,JN024
3029,2018,Napasoq,water,JP022
3030,2018,Napasoq,water,JP023
3031,2018,Napasoq,water,JP024
3032,2018,Napasoq,water,JR023
3033,2018,Narsaq,water,GR045
3034,2018,Narsaq,water,GR046
3035,2018,Narsaq,water,GR047
3036,2018,Narsaq,water,GR048
3037,2018,Narsaq,water,GS043
3038,2018,Narsaq,water,GS044
3039,2018,Narsaq,water,GS047
3040,2018,Narsaq,water,GS048
3041,2018,Narsaq,water,GS049
3042,2018,Narsaq,water,GT040
3043,2018,Narsaq,water,GT047
3044,2018,Narsaq,water,GT048
3045,2018,Narsaq,water,GT049
3046,2018,Narsaq,water,GV047
3047,2018,Narsaq,water,GX040
3048,2018,Narsaq,water,HT028
3049,2018,Narsaq,water,JB025
3050,2018,Niaqornaarsuk,water,LB023
3051,2018,Niaqornaarsuk,water,LD025
3052,2018,Niaqornaarsuk,water,LD026
3053,2018,Niaqornaarsuk,water,LE026
3054,2018,Niaqornaarsuk,water,LF026
3055,2018,Niaqornaarsuk,water,LF028
3056,2018,Niaqornaarsuk,water,LG026
3057,2018,Niaqornat,ice,LV025
3058,2018,Niaqornat,ice,LX023
3059,2018,Niaqornat,ice,LX024
3060,2018,Niaqornat,ice,LZ024
3061,2018,Niaqornat,ice,LZ025
3062,2018,Niaqornat,water,LV025
3063,2018,Niaqornat,water,LX023
3064,2018,Niaqornat,water,LX024
3065,2018,Nuuk,water,HN031
3066,2018,Nuuk,water,HR030
3067,2018,Nuuk,water,HV028
3068,2018,Nuuk,water,HX026
3069,2018,Nuuk,water,HX027
3070,2018,Nuuk,water,HZ026
3071,2018,Nuuk,water,HZ027
3072,2018,Nuuk,water,JA024
3073,2018,Nuuk,water,JA025
3074,2018,Nuuk,water,JA026
3075,2018,Nuuk,water,JA027
3076,2018,Nuuk,water,JB024
3077,2018,Nuuk,water,JB025
3078,2018,Nuuk,water,JB026
3079,2018,Nuuk,water,JB027
3080,2018,Nuuk,water,JD024
3081,2018,Nuuk,water,JD025
3082,2018,Nuuk,water,JD026
3083,2018,Nuuk,water,JD027
3084,2018,Nuuk,water,JE024
3085,2018,Nuuk,water,JE025
3086,2018,Nuuk,water,JE026
3087,2018,Nuuk,water,JE027
3088,2018,Nuuk,water,JE028
3089,2018,Nuuk,water,JE030
3090,2018,Nuuk,water,JF024
3091,2018,Nuuk,water,JF025
3092,2018,Nuuk,water,JF026
3093,2018,Nuuk,water,JF027
3094,2018,Nuuk,water,JG024
3095,2018,Nuuk,water,JG025
3096,2018,Nuuk,water,JG026
3097,2018,Nuuk,water,JG032
3098,2018,Nuuk,water,JH024
3099,2018,Nuuk,water,JH029
3100,2018,Nuuk,water,JK024
3101,2018,Nuuk,water,JL024
3102,2018,Nuuk,water,JN020
3103,2018,Nuuk,water,JX022
3104,2018,Nuuk,water,LN026
3105,2018,Nuuk,water,LV026
3106,2018,Nuuk,water,MM011
3107,2018,Nuuk,water,MM012
3108,2018,Nuuk,water,NB007
3109,2018,Nuuk,water,NB008
3110,2018,Paamiut,water,HA036
3111,2018,Paamiut,water,HA037
3112,2018,Paamiut,water,HB035
3113,2018,Paamiut,water,HE033
3114,2018,Paamiut,water,HE035
3115,2018,Paamiut,water,HF034
3116,2018,Paamiut,water,HF035
3117,2018,Paamiut,water,HG033
3118,2018,Paamiut,water,HG034
3119,2018,Paamiut,water,HG035
3120,2018,Paamiut,water,HG036
3121,2018,Paamiut,water,HH033
3122,2018,Paamiut,water,HH034
3123,2018,Paamiut,water,HH035
3124,2018,Paamiut,water,HH036
3125,2018,Paamiut,water,HT028
3126,2018,Paamiut,water,HX027
3127,2018,Paamiut,water,JE025
3128,2018,Paamiut,water,JF028
3129,2018,Paamiut,water,JG025
3130,2018,Qaarsut,ice,LN027
3131,2018,Qaarsut,ice,LV023
3132,2018,Qaarsut,ice,LX021
3133,2018,Qaarsut,ice,LX022
3134,2018,Qaarsut,ice,LX023
3135,2018,Qaarsut,ice,LX024
3136,2018,Qaarsut,ice,LX026
3137,2018,Qaarsut,ice,LZ021
3138,2018,Qaarsut,ice,LZ022
3139,2018,Qaarsut,ice,LZ023
3140,2018,Qaarsut,ice,LZ024
3141,2018,Qaarsut,ice,LZ028
3142,2018,Qaarsut,ice,MA021
3143,2018,Qaarsut,ice,MA022
3144,2018,Qaarsut,water,LN027
3145,2018,Qaarsut,water,LX021
3146,2018,Qaqortoq,water,GP048
3147,2018,Qaqortoq,water,GR046
3148,2018,Qaqortoq,water,GR047
3149,2018,Qaqortoq,water,GR048
3150,2018,Qaqortoq,water,GR049
3151,2018,Qaqortoq,water,GS048
3152,2018,Qaqortoq,water,GS049
3153,2018,Qaqortoq,water,GS050
3154,2018,Qaqortoq,water,HF035
3155,2018,Qaqortoq,water,HH033
3156,2018,Qaqortoq,water,HT028
3157,2018,Qaqortoq,water,HX027
3158,2018,Qasigiannguit,ice,LZ022
3159,2018,Qasigiannguit,ice,LZ024
3160,2018,Qasigiannguit,water,LB023
3161,2018,Qasigiannguit,water,LB027
3162,2018,Qasigiannguit,water,LB028
3163,2018,Qasigiannguit,water,LB029
3164,2018,Qasigiannguit,water,LD026
3165,2018,Qasigiannguit,water,LD029
3166,2018,Qasigiannguit,water,LE027
3167,2018,Qasigiannguit,water,LE028
3168,2018,Qasigiannguit,water,LM027
3169,2018,Qeqertaq,ice,LN027
3170,2018,Qeqertaq,water,LD026
3171,2018,Qeqertaq,water,LF027
3172,2018,Qeqertaq,water,LG027
3173,2018,Qeqertaq,water,LG028
3174,2018,Qeqertaq,water,LH027
3175,2018,Qeqertaq,water,LH028
3176,2018,Qeqertaq,water,LN027
3177,2018,Qeqertaq,water,LN028
3178,2018,Qeqertaq,water,LN029
3179,2018,Qeqertaq,water,LP024
3180,2018,Qeqertarsuaq,water,LD020
3181,2018,Qeqertarsuaq,water,LE020
3182,2018,Qeqertarsuaq,water,LH018
3183,2018,Qeqertarsuaq,water,LX025
3184,2018,Qeqertarsuaq,water,LZ025
3185,2018,Qeqertarsuaq,water,MA018
3186,2018,Qeqertarsuatsiaat,water,HN031
3187,2018,Qeqertarsuatsiaat,water,HP030
3188,2018,Qeqertarsuatsiaat,water,HP031
3189,2018,Qeqertarsuatsiaat,water,HR029
3190,2018,Qeqertarsuatsiaat,water,HR030
3191,2018,Qeqertarsuatsiaat,water,HS028
3192,2018,Qeqertarsuatsiaat,water,HS029
3193,2018,Qeqertarsuatsiaat,water,HT028
3194,2018,Saattut,ice,LV028
3195,2018,Saattut,ice,LX024
3196,2018,Saattut,ice,LX025
3197,2018,Saattut,ice,LX026
3198,2018,Saattut,ice,LX027
3199,2018,Saattut,ice,LZ020
3200,2018,Saattut,ice,LZ021
3201,2018,Saattut,ice,LZ022
3202,2018,Saattut,ice,LZ023
3203,2018,Saattut,ice,LZ024
3204,2018,Saattut,ice,LZ025
3205,2018,Saattut,ice,LZ026
3206,2018,Saattut,ice,LZ027
3207,2018,Saattut,ice,LZ028
3208,2018,Saattut,ice,LZ029
3209,2018,Saattut,ice,MA025
3210,2018,Saattut,ice,MA026
3211,2018,Saattut,ice,MB023
3212,2018,Saattut,ice,MB024
3213,2018,Saattut,water,LX026
3214,2018,Saattut,water,LX027
3215,2018,Saattut,water,LZ026
3216,2018,Saattut,water,LZ027
3217,2018,Saattut,water,LZ028
3218,2018,Saattut,water,LZ029
3219,2018,Saattut,water,MA026
3220,2018,Saqqaq,water,LE028
3221,2018,Saqqaq,water,LF028
3222,2018,Saqqaq,water,LG028
3223,2018,Saqqaq,water,LN023
3224,2018,Saqqaq,water,LN024
3225,2018,Saqqaq,water,LN025
3226,2018,Saqqaq,water,LN026
3227,2018,Saqqaq,water,LP023
3228,2018,Saqqaq,water,LP024
3229,2018,Saqqaq,water,LP025
3230,2018,Saqqaq,water,LP028
3231,2018,Sermiligaaq,water,600B3
3232,2018,Sisimiut,water,HZ026
3233,2018,Sisimiut,water,JA024
3234,2018,Sisimiut,water,JA025
3235,2018,Sisimiut,water,JA026
3236,2018,Sisimiut,water,JA027
3237,2018,Sisimiut,water,JB027
3238,2018,Sisimiut,water,JE024
3239,2018,Sisimiut,water,JE025
3240,2018,Sisimiut,water,JF024
3241,2018,Sisimiut,water,JH024
3242,2018,Sisimiut,water,JK024
3243,2018,Sisimiut,water,JM023
3244,2018,Sisimiut,water,KD018
3245,2018,Sisimiut,water,KE019
3246,2018,Sisimiut,water,KG017
3247,2018,Sisimiut,water,KG018
3248,2018,Sisimiut,water,KG019
3249,2018,Sisimiut,water,KJ017
3250,2018,Sisimiut,water,KJ018
3251,2018,Sisimiut,water,KK017
3252,2018,Sisimiut,water,KM017
3253,2018,"Tasiusaq, Nanortalimmi",water,GR049
3254,2018,Ukkusissat,ice,LZ024
3255,2018,Ukkusissat,ice,MA024
3256,2018,Ukkusissat,ice,MB024
3257,2018,Ukkusissat,ice,MB025
3258,2018,Ukkusissat,ice,MD023
3259,2018,Ukkusissat,water,MB024
3260,2018,Ukkusissat,water,MB025
3261,2018,Ukkusissat,water,MB026
3262,2018,Ukkusissat,water,MB027
3263,2018,Upernavik,ice,NB008
3264,2018,Upernavik,water,MM011
3265,2018,Upernavik,water,MT008
3266,2018,Upernavik,water,MV008
3267,2018,Upernavik,water,MV012
3268,2018,Upernavik,water,NA008
3269,2018,Upernavik,water,NA009
3270,2018,Upernavik,water,NB008
3271,2018,Upernavik,water,ND008
3272,2018,Upernavik Kujalleq,ice,MM011
3273,2018,Uummannaq,ice,LV024
3274,2018,Uummannaq,ice,LV025
3275,2018,Uummannaq,ice,LV028
3276,2018,Uummannaq,ice,LX023
3277,2018,Uummannaq,ice,LX024
3278,2018,Uummannaq,ice,LX025
3279,2018,Uummannaq,ice,LX026
3280,2018,Uummannaq,ice,LX027
3281,2018,Uummannaq,ice,LX028
3282,2018,Uummannaq,ice,LX029
3283,2018,Uummannaq,ice,LZ021
3284,2018,Uummannaq,ice,LZ022
3285,2018,Uummannaq,ice,LZ023
3286,2018,Uummannaq,ice,LZ024
3287,2018,Uummannaq,ice,LZ025
3288,2018,Uummannaq,ice,LZ026
3289,2018,Uummannaq,water,LG028
3290,2018,Uummannaq,water,LM027
3291,2018,Uummannaq,water,LN025
3292,2018,Uummannaq,water,LN027
3293,2018,Uummannaq,water,LN030
3294,2018,Uummannaq,water,LV025
3295,2018,Uummannaq,water,LV026
3296,2018,Uummannaq,water,LX024
3297,2018,Uummannaq,water,LX025
3298,2018,Uummannaq,water,LX026
3299,2018,Uummannaq,water,LZ018
3300,2018,Uummannaq,water,LZ027
3301,2018,Uummannaq,water,MA020
3302,2019,Aasiaat,water,KV019
3303,2019,Aasiaat,water,LA019
3304,2019,Aasiaat,water,LA020
3305,2019,Aasiaat,water,LB019
3306,2019,Aasiaat,water,LB020
3307,2019,Aasiaat,water,LB021
3308,2019,Aasiaat,water,LB024
3309,2019,Aasiaat,water,LB025
3310,2019,Aasiaat,water,LD020
3311,2019,Aasiaat,water,LD021
3312,2019,Aasiaat,water,LD022
3313,2019,Aasiaat,water,LD025
3314,2019,Aasiaat,water,LE018
3315,2019,Aasiaat,water,LE019
3316,2019,Aasiaat,water,LE020
3317,2019,Aasiaat,water,LF018
3318,2019,Aasiaat,water,LF019
3319,2019,Aasiaat,water,LG027
3320,2019,Aasiaat,water,LG028
3321,2019,Aasiaat,water,LJ028
3322,2019,Aasiaat,water,LJ029
3323,2019,Akunnaaq,water,LB023
3324,2019,Akunnaaq,water,LB026
3325,2019,Akunnaaq,water,LD020
3326,2019,Akunnaaq,water,LD023
3327,2019,Akunnaaq,water,LD025
3328,2019,Akunnaaq,water,LE023
3329,2019,Alluitsup Paa,water,GK052
3330,2019,Alluitsup Paa,water,GN050
3331,2019,Alluitsup Paa,water,GN051
3332,2019,Arsuk,water,GT040
3333,2019,Arsuk,water,GV040
3334,2019,Arsuk,water,GX038
3335,2019,Arsuk,water,GX039
3336,2019,Arsuk,water,GX040
3337,2019,Arsuk,water,HA038
3338,2019,Atammik,water,JG024
3339,2019,Atammik,water,JH023
3340,2019,Atammik,water,JH024
3341,2019,Atammik,water,JJ024
3342,2019,Atammik,water,JK024
3343,2019,Atammik,water,JL024
3344,2019,Atammik,water,JN023
3345,2019,Atammik,water,JR024
3346,2019,Attu,water,JD025
3347,2019,Attu,water,JF024
3348,2019,Attu,water,JK024
3349,2019,Attu,water,JL023
3350,2019,Attu,water,JN023
3351,2019,Attu,water,LE020
3352,2019,Attu,water,LE025
3353,2019,Attu,water,LF020
3354,2019,Attu,water,LG028
3355,2019,Attu,water,LH028
3356,2019,Eqalugaarsuit,water,GR047
3357,2019,Eqalugaarsuit,water,GR049
3358,2019,Iginniarfik,water,LB019
3359,2019,Iginniarfik,water,LB020
3360,2019,Iginniarfik,water,LD020
3361,2019,Ikamiut,water,LA024
3362,2019,Ikamiut,water,LA025
3363,2019,Ikamiut,water,LA026
3364,2019,Ikamiut,water,LA027
3365,2019,Ikamiut,water,LA028
3366,2019,Ikamiut,water,LB025
3367,2019,Ikamiut,water,LB026
3368,2019,Ikamiut,water,LB027
3369,2019,Ikamiut,water,LB028
3370,2019,Ikamiut,water,LB029
3371,2019,Ikamiut,water,LD020
3372,2019,Ikamiut,water,LD025
3373,2019,Ikamiut,water,LD026
3374,2019,Ikamiut,water,LE026
3375,2019,Ikamiut,water,LE027
3376,2019,Ikamiut,water,LE028
3377,2019,Ikamiut,water,LF019
3378,2019,Ikamiut,water,LF028
3379,2019,Ikerasak,ice,LV025
3380,2019,Ikerasak,ice,LV026
3381,2019,Ikerasak,ice,LV028
3382,2019,Ikerasak,ice,LV029
3383,2019,Ikerasak,ice,LX028
3384,2019,Ikerasak,water,LT026
3385,2019,Ikerasak,water,LV026
3386,2019,Ikerasak,water,LV027
3387,2019,Ikerasak,water,LX026
3388,2019,Ikerasak,water,LX027
3389,2019,Ilimanaq,water,LF028
3390,2019,Ilimanaq,water,LG028
3391,2019,Ilimanaq,water,LG029
3392,2019,Ilulissat,water,JE024
3393,2019,Ilulissat,water,LA018
3394,2019,Ilulissat,water,LB018
3395,2019,Ilulissat,water,LB019
3396,2019,Ilulissat,water,LB028
3397,2019,Ilulissat,water,LD018
3398,2019,Ilulissat,water,LD020
3399,2019,Ilulissat,water,LD021
3400,2019,Ilulissat,water,LD025
3401,2019,Ilulissat,water,LE025
3402,2019,Ilulissat,water,LE027
3403,2019,Ilulissat,water,LF019
3404,2019,Ilulissat,water,LF027
3405,2019,Ilulissat,water,LF028
3406,2019,Ilulissat,water,LG027
3407,2019,Ilulissat,water,LG028
3408,2019,Ilulissat,water,LG029
3409,2019,Ilulissat,water,LG030
3410,2019,Ilulissat,water,LG031
3411,2019,Ilulissat,water,LH027
3412,2019,Ilulissat,water,LH028
3413,2019,Ilulissat,water,LH029
3414,2019,Ilulissat,water,LM028
3415,2019,Ilulissat,water,LN023
3416,2019,Ilulissat,water,LN024
3417,2019,Ilulissat,water,LN025
3418,2019,Ilulissat,water,LN028
3419,2019,Ilulissat,water,LN029
3420,2019,Ilulissat,water,LP024
3421,2019,Ilulissat,water,LP025
3422,2019,Ilulissat,water,LX025
3423,2019,Ilulissat,water,LZ025
3424,2019,Ilulissat,water,LZ027
3425,2019,Innaarsuit,ice,MX008
3426,2019,Innaarsuit,ice,MZ008
3427,2019,Innaarsuit,ice,MZ009
3428,2019,Innaarsuit,water,MT008
3429,2019,Innaarsuit,water,MV009
3430,2019,Innaarsuit,water,MV012
3431,2019,Innaarsuit,water,MX007
3432,2019,Innaarsuit,water,MX008
3433,2019,Innaarsuit,water,MX009
3434,2019,Innaarsuit,water,MZ008
3435,2019,Innaarsuit,water,MZ009
3436,2019,Innaarsuit,water,NA008
3437,2019,Innaarsuit,water,NA009
3438,2019,Innaarsuit,water,ND008
3439,2019,Kangaamiut,water,JM023
3440,2019,Kangaamiut,water,JR022
3441,2019,Kangaamiut,water,JT020
3442,2019,Kangaamiut,water,JV019
3443,2019,Kangaamiut,water,JV020
3444,2019,Kangaamiut,water,JX020
3445,2019,Kangaamiut,water,KA018
3446,2019,Kangaatsiaq,water,KX020
3447,2019,Kangaatsiaq,water,LB025
3448,2019,Kangaatsiaq,water,LD020
3449,2019,Kangaatsiaq,water,LD022
3450,2019,Kangaatsiaq,water,LD025
3451,2019,Kangaatsiaq,water,LE019
3452,2019,Kangaatsiaq,water,LE020
3453,2019,Kangaatsiaq,water,LE025
3454,2019,Kangaatsiaq,water,LF019
3455,2019,Kangerlussuaq,water,JH024
3456,2019,Kapisillit,water,JG031
3457,2019,Kitsissuarsuit,water,LD020
3458,2019,Kitsissuarsuit,water,LD023
3459,2019,Kitsissuarsuit,water,LD025
3460,2019,Kitsissuarsuit,water,LE020
3461,2019,Kitsissuarsuit,water,LE023
3462,2019,Kitsissuarsuit,water,LE025
3463,2019,Kitsissuarsuit,water,LF019
3464,2019,Kullorsuaq,ice,NM006
3465,2019,Kullorsuaq,ice,NN006
3466,2019,Kuummiut,water,600B2
3467,2019,Maniitsoq,water,JF024
3468,2019,Maniitsoq,water,JG024
3469,2019,Maniitsoq,water,JH024
3470,2019,Maniitsoq,water,JJ024
3471,2019,Maniitsoq,water,JK021
3472,2019,Maniitsoq,water,JM020
3473,2019,Maniitsoq,water,JM023
3474,2019,Maniitsoq,water,JN020
3475,2019,Maniitsoq,water,JN022
3476,2019,Maniitsoq,water,JN023
3477,2019,Maniitsoq,water,JP021
3478,2019,Maniitsoq,water,JP022
3479,2019,Maniitsoq,water,JR020
3480,2019,Maniitsoq,water,JR021
3481,2019,Maniitsoq,water,JR022
3482,2019,Maniitsoq,water,JR023
3483,2019,Maniitsoq,water,JR024
3484,2019,Maniitsoq,water,JS020
3485,2019,Maniitsoq,water,JS021
3486,2019,Maniitsoq,water,JS025
3487,2019,Maniitsoq,water,JT020
3488,2019,Maniitsoq,water,JT021
3489,2019,Nanortalik,water,GK052
3490,2019,Nanortalik,water,GL051
3491,2019,Nanortalik,water,GL056
3492,2019,Nanortalik,water,GM055
3493,2019,Napasoq,water,JB024
3494,2019,Napasoq,water,JB026
3495,2019,Napasoq,water,JE026
3496,2019,Napasoq,water,JF023
3497,2019,Napasoq,water,JF024
3498,2019,Napasoq,water,JH023
3499,2019,Napasoq,water,JK024
3500,2019,Napasoq,water,JL023
3501,2019,Napasoq,water,JL024
3502,2019,Napasoq,water,JM021
3503,2019,Napasoq,water,JM022
3504,2019,Napasoq,water,JM023
3505,2019,Napasoq,water,JM024
3506,2019,Napasoq,water,JN023
3507,2019,Napasoq,water,JR022
3508,2019,Narsaq,water,GS043
3509,2019,Narsaq,water,GS044
3510,2019,Narsaq,water,GS045
3511,2019,Narsaq,water,GS046
3512,2019,Narsaq,water,GS048
3513,2019,Narsaq,water,GT046
3514,2019,Narsaq,water,GT047
3515,2019,Narsaq,water,GT048
3516,2019,Narsaq,water,GT049
3517,2019,Narsaq,water,GT050
3518,2019,Narsaq,water,GT051
3519,2019,Narsaq,water,GV046
3520,2019,Narsaq,water,GV048
3521,2019,Narsaq,water,GV051
3522,2019,Narsaq,water,GX051
3523,2019,Niaqornaarsuk,water,KV021
3524,2019,Niaqornaarsuk,water,LB020
3525,2019,Niaqornaarsuk,water,LD020
3526,2019,Niaqornaarsuk,water,LD023
3527,2019,Niaqornaarsuk,water,LD028
3528,2019,Niaqornat,ice,LX023
3529,2019,Niaqornat,ice,LX024
3530,2019,Niaqornat,ice,LZ024
3531,2019,Niaqornat,water,LX025
3532,2019,Nuuk,water,HR030
3533,2019,Nuuk,water,HT028
3534,2019,Nuuk,water,HV027
3535,2019,Nuuk,water,HV028
3536,2019,Nuuk,water,HX027
3537,2019,Nuuk,water,HX029
3538,2019,Nuuk,water,HZ025
3539,2019,Nuuk,water,HZ026
3540,2019,Nuuk,water,HZ028
3541,2019,Nuuk,water,JA026
3542,2019,Nuuk,water,JA027
3543,2019,Nuuk,water,JB024
3544,2019,Nuuk,water,JB025
3545,2019,Nuuk,water,JB026
3546,2019,Nuuk,water,JB027
3547,2019,Nuuk,water,JD024
3548,2019,Nuuk,water,JD025
3549,2019,Nuuk,water,JD026
3550,2019,Nuuk,water,JD027
3551,2019,Nuuk,water,JD028
3552,2019,Nuuk,water,JE023
3553,2019,Nuuk,water,JE024
3554,2019,Nuuk,water,JE025
3555,2019,Nuuk,water,JE026
3556,2019,Nuuk,water,JE027
3557,2019,Nuuk,water,JF024
3558,2019,Nuuk,water,JF026
3559,2019,Nuuk,water,JF027
3560,2019,Nuuk,water,JF028
3561,2019,Nuuk,water,JG024
3562,2019,Nuuk,water,JG025
3563,2019,Nuuk,water,JG031
3564,2019,Nuuk,water,JJ030
3565,2019,Nuuk,water,JJ031
3566,2019,Nuuk,water,JJ032
3567,2019,Nuuk,water,JK024
3568,2019,Nuuk,water,JN023
3569,2019,Nuuk,water,JT020
3570,2019,Nuuk,water,JT022
3571,2019,Nuuk,water,LD026
3572,2019,Nuuk,water,LG028
3573,2019,Nuuk,water,LV025
3574,2019,Nuuk,water,LV026
3575,2019,Nuuk,water,LX024
3576,2019,Nuuk,water,LX026
3577,2019,Nuuk,water,LZ026
3578,2019,Nuuk,water,LZ027
3579,2019,Nuuk,water,MB019
3580,2019,Nuuk,water,MB024
3581,2019,Nuuk,water,MM012
3582,2019,Nuuk,water,MT008
3583,2019,Nuuk,water,MV008
3584,2019,Nuuk,water,MV009
3585,2019,Nuuk,water,MX008
3586,2019,Nuuk,water,ND007
3587,2019,Nuuk,water,ND008
3588,2019,Nuuk,water,NE006
3589,2019,Nuuk,water,NG004
3590,2019,Nuuk,water,NG006
3591,2019,Oqaatsut,water,LH028
3592,2019,Paamiut,water,GX038
3593,2019,Paamiut,water,GX039
3594,2019,Paamiut,water,HB037
3595,2019,Paamiut,water,HE035
3596,2019,Paamiut,water,HF034
3597,2019,Paamiut,water,HF035
3598,2019,Paamiut,water,HF036
3599,2019,Paamiut,water,HG034
3600,2019,Paamiut,water,HG035
3601,2019,Paamiut,water,HH033
3602,2019,Paamiut,water,HH034
3603,2019,Paamiut,water,HH035
3604,2019,Paamiut,water,HT028
3605,2019,Paamiut,water,HT029
3606,2019,Paamiut,water,HV027
3607,2019,Qaarsut,ice,LX022
3608,2019,Qaarsut,ice,LX023
3609,2019,Qaarsut,ice,LX024
3610,2019,Qaarsut,ice,LZ021
3611,2019,Qaarsut,ice,LZ022
3612,2019,Qaarsut,ice,LZ023
3613,2019,Qaarsut,water,LG026
3614,2019,Qaarsut,water,LG028
3615,2019,Qaarsut,water,LN027
3616,2019,Qaarsut,water,LN028
3617,2019,Qaarsut,water,LV026
3618,2019,Qaarsut,water,LX022
3619,2019,Qaarsut,water,LX024
3620,2019,Qaarsut,water,LX026
3621,2019,Qaqortoq,water,GR047
3622,2019,Qaqortoq,water,GR048
3623,2019,Qaqortoq,water,GR049
3624,2019,Qaqortoq,water,GS048
3625,2019,Qaqortoq,water,GS049
3626,2019,Qasigiannguit,ice,LX024
3627,2019,Qasigiannguit,ice,LX025
3628,2019,Qasigiannguit,water,JE024
3629,2019,Qasigiannguit,water,JF024
3630,2019,Qasigiannguit,water,JK024
3631,2019,Qasigiannguit,water,LA027
3632,2019,Qasigiannguit,water,LA028
3633,2019,Qasigiannguit,water,LB028
3634,2019,Qasigiannguit,water,LB029
3635,2019,Qasigiannguit,water,LD028
3636,2019,Qasigiannguit,water,LD029
3637,2019,Qasigiannguit,water,LE027
3638,2019,Qasigiannguit,water,LE028
3639,2019,Qasigiannguit,water,LE029
3640,2019,Qasigiannguit,water,LN027
3641,2019,Qasigiannguit,water,LN028
3642,2019,Qassimiut,water,GR049
3643,2019,Qassimiut,water,GS043
3644,2019,Qassimiut,water,GS044
3645,2019,Qeqertaq,water,LB024
3646,2019,Qeqertaq,water,LE020
3647,2019,Qeqertaq,water,LF019
3648,2019,Qeqertaq,water,LN027
3649,2019,Qeqertaq,water,LN028
3650,2019,Qeqertaq,water,LP028
3651,2019,Qeqertarsuaq,water,LH018
3652,2019,Qeqertarsuaq,water,LH019
3653,2019,Qeqertarsuaq,water,LK027
