,seasonal_year,sellers_locality,vessel_type,field_code
3654,2019,Qeqertarsuaq,water,LN027
3655,2019,Qeqertarsuaq,water,LN028
3656,2019,Qeqertarsuaq,water,LZ025
3657,2019,Qeqertarsuaq,water,LZ026
3658,2019,Qeqertarsuaq,water,LZ027
3659,2019,Qeqertarsuatsiaat,water,HN031
3660,2019,Qeqertarsuatsiaat,water,HP030
3661,2019,Qeqertarsuatsiaat,water,HR030
3662,2019,Qeqertarsuatsiaat,water,HS028
3663,2019,Qeqertarsuatsiaat,water,HS029
3664,2019,Qeqertarsuatsiaat,water,HT028
3665,2019,Qeqertarsuatsiaat,water,HZ026
3666,2019,Qeqertarsuatsiaat,water,JA025
3667,2019,Qeqertarsuatsiaat,water,JB025
3668,2019,Qeqertarsuatsiaat,water,JB026
3669,2019,Qeqertarsuatsiaat,water,JD025
3670,2019,Qeqertarsuatsiaat,water,JE025
3671,2019,Qeqertarsuatsiaat,water,JF024
3672,2019,Qeqertarsuatsiaat,water,KT017
3673,2019,Saarloq,water,GR048
3674,2019,Saarloq,water,GS048
3675,2019,Saarloq,water,GT047
3676,2019,Saattut,ice,LV025
3677,2019,Saattut,ice,LV026
3678,2019,Saattut,ice,LV028
3679,2019,Saattut,ice,LV029
3680,2019,Saattut,ice,LX023
3681,2019,Saattut,ice,LX024
3682,2019,Saattut,ice,LX025
3683,2019,Saattut,ice,LX026
3684,2019,Saattut,ice,LX027
3685,2019,Saattut,ice,LX028
3686,2019,Saattut,ice,LZ023
3687,2019,Saattut,ice,LZ024
3688,2019,Saattut,ice,LZ025
3689,2019,Saattut,ice,LZ026
3690,2019,Saattut,ice,LZ027
3691,2019,Saattut,ice,LZ028
3692,2019,Saattut,ice,MA022
3693,2019,Saattut,ice,MA023
3694,2019,Saattut,ice,MA024
3695,2019,Saattut,ice,MA026
3696,2019,Saattut,ice,MB023
3697,2019,Saattut,water,KJ017
3698,2019,Saattut,water,LG026
3699,2019,Saattut,water,LG028
3700,2019,Saattut,water,LZ026
3701,2019,Saattut,water,LZ027
3702,2019,Saattut,water,LZ028
3703,2019,Saattut,water,MA026
3704,2019,Saattut,water,MA028
3705,2019,Saattut,water,ND008
3706,2019,Saqqaq,ice,LN024
3707,2019,Saqqaq,ice,LN025
3708,2019,Saqqaq,ice,LZ022
3709,2019,Saqqaq,ice,LZ027
3710,2019,Saqqaq,water,LN023
3711,2019,Saqqaq,water,LN024
3712,2019,Saqqaq,water,LN025
3713,2019,Saqqaq,water,LN028
3714,2019,Saqqaq,water,LN029
3715,2019,Saqqaq,water,LP021
3716,2019,Saqqaq,water,LP022
3717,2019,Saqqaq,water,LP024
3718,2019,Saqqaq,water,LP025
3719,2019,Sisimiut,water,HF034
3720,2019,Sisimiut,water,HG035
3721,2019,Sisimiut,water,HH033
3722,2019,Sisimiut,water,HR030
3723,2019,Sisimiut,water,HZ026
3724,2019,Sisimiut,water,JA027
3725,2019,Sisimiut,water,JD025
3726,2019,Sisimiut,water,JE024
3727,2019,Sisimiut,water,KB017
3728,2019,Sisimiut,water,KB018
3729,2019,Sisimiut,water,KD018
3730,2019,Sisimiut,water,KE019
3731,2019,Sisimiut,water,KF021
3732,2019,Sisimiut,water,KF022
3733,2019,Sisimiut,water,KG018
3734,2019,Sisimiut,water,KG019
3735,2019,Sisimiut,water,KG020
3736,2019,Sisimiut,water,KG022
3737,2019,Sisimiut,water,KG023
3738,2019,Sisimiut,water,KH019
3739,2019,Sisimiut,water,KH023
3740,2019,Sisimiut,water,KJ018
3741,2019,Sisimiut,water,KJ019
3742,2019,Sisimiut,water,KK017
3743,2019,Sisimiut,water,LG028
3744,2019,"Tasiusaq, Nanortalimmi",water,GR047
3745,2019,"Tasiusaq, Nanortalimmi",water,GR048
3746,2019,"Tasiusaq, Nanortalimmi",water,GR049
3747,2019,Ukkusissat,ice,MA024
3748,2019,Ukkusissat,ice,MA025
3749,2019,Ukkusissat,ice,MB024
3750,2019,Ukkusissat,ice,MD023
3751,2019,Ukkusissat,ice,MD024
3752,2019,Ukkusissat,water,MB025
3753,2019,Upernavik,ice,NA008
3754,2019,Upernavik,ice,NB008
3755,2019,Upernavik,ice,ND008
3756,2019,Upernavik,water,LG028
3757,2019,Upernavik,water,MT008
3758,2019,Upernavik,water,MT009
3759,2019,Upernavik,water,MV009
3760,2019,Upernavik,water,MV010
3761,2019,Upernavik,water,MX008
3762,2019,Upernavik,water,MZ008
3763,2019,Upernavik,water,NA008
3764,2019,Upernavik,water,NB007
3765,2019,Upernavik,water,NB008
3766,2019,Upernavik,water,NB009
3767,2019,Upernavik,water,ND008
3768,2019,Upernavik,water,ND009
3769,2019,Upernavik Kujalleq,ice,MM011
3770,2019,Upernavik Kujalleq,water,MM011
3771,2019,Upernavik Kujalleq,water,MV010
3772,2019,Uummannaq,ice,LV024
3773,2019,Uummannaq,ice,LV025
3774,2019,Uummannaq,ice,LV026
3775,2019,Uummannaq,ice,LX023
3776,2019,Uummannaq,ice,LX024
3777,2019,Uummannaq,ice,LX025
3778,2019,Uummannaq,ice,LX026
3779,2019,Uummannaq,ice,LX027
3780,2019,Uummannaq,ice,LZ021
3781,2019,Uummannaq,ice,LZ022
3782,2019,Uummannaq,ice,LZ023
3783,2019,Uummannaq,ice,LZ024
3784,2019,Uummannaq,ice,LZ025
3785,2019,Uummannaq,ice,LZ026
3786,2019,Uummannaq,ice,LZ027
3787,2019,Uummannaq,water,LV024
3788,2019,Uummannaq,water,LV025
3789,2019,Uummannaq,water,LV026
3790,2019,Uummannaq,water,LX024
3791,2019,Uummannaq,water,LX025
3792,2019,Uummannaq,water,LX026
3793,2019,Uummannaq,water,LX027
3794,2019,Uummannaq,water,LZ024
3795,2019,Uummannaq,water,LZ026
3796,2019,Uummannaq,water,LZ027
3797,2020,Aasiaat,water,KZ019
3798,2020,Aasiaat,water,KZ021
3799,2020,Aasiaat,water,LA027
3800,2020,Aasiaat,water,LB021
3801,2020,Aasiaat,water,LB022
3802,2020,Aasiaat,water,LB025
3803,2020,Aasiaat,water,LB028
3804,2020,Aasiaat,water,LD020
3805,2020,Aasiaat,water,LD021
3806,2020,Aasiaat,water,LD022
3807,2020,Aasiaat,water,LD023
3808,2020,Aasiaat,water,LD024
3809,2020,Aasiaat,water,LD025
3810,2020,Aasiaat,water,LD026
3811,2020,Aasiaat,water,LE019
3812,2020,Aasiaat,water,LE025
3813,2020,Aasiaat,water,LE026
3814,2020,Aasiaat,water,LF019
3815,2020,Aasiaat,water,LF024
3816,2020,Aasiaat,water,LF028
3817,2020,Aasiaat,water,LG028
3818,2020,Akunnaaq,water,LB025
3819,2020,Akunnaaq,water,LD021
3820,2020,Akunnaaq,water,LD024
3821,2020,Akunnaaq,water,LD025
3822,2020,Akunnaaq,water,LE025
3823,2020,Akunnaaq,water,LF028
3824,2020,Alluitsup Paa,water,GK052
3825,2020,Alluitsup Paa,water,GN050
3826,2020,Alluitsup Paa,water,GN051
3827,2020,Alluitsup Paa,water,GP049
3828,2020,Alluitsup Paa,water,GP050
3829,2020,Alluitsup Paa,water,GR049
3830,2020,Arsuk,water,GT040
3831,2020,Arsuk,water,GV040
3832,2020,Arsuk,water,GX038
3833,2020,Arsuk,water,GX039
3834,2020,Arsuk,water,GX040
3835,2020,Arsuk,water,GZ038
3836,2020,Atammik,water,JG024
3837,2020,Atammik,water,JH024
3838,2020,Atammik,water,JJ024
3839,2020,Atammik,water,JK024
3840,2020,Atammik,water,JL024
3841,2020,Atammik,water,JM024
3842,2020,Atammik,water,JN024
3843,2020,Attu,water,JN022
3844,2020,Attu,water,JN023
3845,2020,Attu,water,JS021
3846,2020,Attu,water,KP018
3847,2020,Attu,water,KS018
3848,2020,Attu,water,KS019
3849,2020,Attu,water,KT018
3850,2020,Attu,water,KV018
3851,2020,Eqalugaarsuit,water,GP049
3852,2020,Eqalugaarsuit,water,GR046
3853,2020,Eqalugaarsuit,water,GR047
3854,2020,Eqalugaarsuit,water,GR049
3855,2020,Iginniarfik,water,LA026
3856,2020,Ikamiut,water,LA025
3857,2020,Ikamiut,water,LA028
3858,2020,Ikamiut,water,LB025
3859,2020,Ikamiut,water,LB026
3860,2020,Ikamiut,water,LB028
3861,2020,Ikamiut,water,LD025
3862,2020,Ikamiut,water,LE027
3863,2020,Ikamiut,water,LF028
3864,2020,Ikamiut,water,LG028
3865,2020,Ikerasak,ice,LX026
3866,2020,Ikerasak,ice,LX028
3867,2020,Ikerasak,water,LV026
3868,2020,Ikerasak,water,LV027
3869,2020,Ikerasak,water,LX026
3870,2020,Ikerasak,water,LX027
3871,2020,Ilimanaq,water,LF028
3872,2020,Ilimanaq,water,LG028
3873,2020,Ilimanaq,water,LH028
3874,2020,Ilulissat,water,LD025
3875,2020,Ilulissat,water,LD027
3876,2020,Ilulissat,water,LF027
3877,2020,Ilulissat,water,LF028
3878,2020,Ilulissat,water,LG025
3879,2020,Ilulissat,water,LG027
3880,2020,Ilulissat,water,LG028
3881,2020,Ilulissat,water,LG029
3882,2020,Ilulissat,water,LG030
3883,2020,Ilulissat,water,LG031
3884,2020,Ilulissat,water,LH028
3885,2020,Ilulissat,water,LH029
3886,2020,Ilulissat,water,LK027
3887,2020,Ilulissat,water,LL027
3888,2020,Ilulissat,water,LN026
3889,2020,Ilulissat,water,LN027
3890,2020,Ilulissat,water,LN028
3891,2020,Ilulissat,water,LN029
3892,2020,Ilulissat,water,LX027
3893,2020,Ilulissat,water,LZ026
3894,2020,Ilulissat,water,LZ027
3895,2020,Ilulissat,water,MA020
3896,2020,Ilulissat,water,MD020
3897,2020,Ilulissat,water,ME020
3898,2020,Innaarsuit,ice,MZ008
3899,2020,Innaarsuit,water,MV009
3900,2020,Innaarsuit,water,MX008
3901,2020,Innaarsuit,water,MX009
3902,2020,Innaarsuit,water,MZ008
3903,2020,Innaarsuit,water,MZ009
3904,2020,Innaarsuit,water,NA009
3905,2020,Innaarsuit,water,NG008
3906,2020,Itilleq,water,KD018
3907,2020,Itilleq,water,KE019
3908,2020,Kangaamiut,water,JK023
3909,2020,Kangaamiut,water,JN023
3910,2020,Kangaamiut,water,JT019
3911,2020,Kangaamiut,water,JT020
3912,2020,Kangaamiut,water,JT021
3913,2020,Kangaamiut,water,JV019
3914,2020,Kangaamiut,water,JV020
3915,2020,Kangaamiut,water,JV021
3916,2020,Kangaamiut,water,JX018
3917,2020,Kangaamiut,water,JX019
3918,2020,Kangaamiut,water,JX020
3919,2020,Kangaamiut,water,JX021
3920,2020,Kangaamiut,water,JZ018
3921,2020,Kangaamiut,water,JZ020
3922,2020,Kangaamiut,water,KA018
3923,2020,Kangaamiut,water,KB018
3924,2020,Kangaamiut,water,KH020
3925,2020,Kangaatsiaq,ice,LG030
3926,2020,Kangaatsiaq,water,KX019
3927,2020,Kangaatsiaq,water,LD025
3928,2020,Kangaatsiaq,water,LE019
3929,2020,Kangaatsiaq,water,LE021
3930,2020,Kangaatsiaq,water,LF019
3931,2020,Kangaatsiaq,water,LF021
3932,2020,Kangaatsiaq,water,LF028
3933,2020,Kangaatsiaq,water,LG027
3934,2020,Kangaatsiaq,water,LG028
3935,2020,Kangaatsiaq,water,LM027
3936,2020,Kangerluk,water,LJ015
3937,2020,Kangerluk,water,LJ018
3938,2020,Kangerluk,water,LK014
3939,2020,Kangerluk,water,LK015
3940,2020,Kangerlussuaq,water,HZ026
3941,2020,Kangersuatsiaq,water,MV008
3942,2020,Kangersuatsiaq,water,MV009
3943,2020,Kangersuatsiaq,water,MX008
3944,2020,Kangersuatsiaq,water,MX009
3945,2020,Kangersuatsiaq,water,MX011
3946,2020,Kapisillit,water,JE024
3947,2020,Kapisillit,water,JE028
3948,2020,Kitsissuarsuit,water,LD020
3949,2020,Kitsissuarsuit,water,LD021
3950,2020,Kitsissuarsuit,water,LD025
3951,2020,Kitsissuarsuit,water,LE020
3952,2020,Kuummiut,water,600B2
3953,2020,Maniitsoq,water,JG024
3954,2020,Maniitsoq,water,JM021
3955,2020,Maniitsoq,water,JM023
3956,2020,Maniitsoq,water,JM024
3957,2020,Maniitsoq,water,JN021
3958,2020,Maniitsoq,water,JN022
3959,2020,Maniitsoq,water,JN023
3960,2020,Maniitsoq,water,JP022
3961,2020,Maniitsoq,water,JR020
3962,2020,Maniitsoq,water,JR021
3963,2020,Maniitsoq,water,JR022
3964,2020,Maniitsoq,water,JR023
3965,2020,Maniitsoq,water,JR024
3966,2020,Maniitsoq,water,JS020
3967,2020,Maniitsoq,water,JS021
3968,2020,Maniitsoq,water,JS022
3969,2020,Maniitsoq,water,JS025
3970,2020,Maniitsoq,water,JS026
3971,2020,Maniitsoq,water,JT021
3972,2020,Maniitsoq,water,JT022
3973,2020,Nanortalik,water,GK052
3974,2020,Nanortalik,water,GL056
3975,2020,Nanortalik,water,GM055
3976,2020,Nanortalik,water,GR049
3977,2020,Nanortalik,water,GS046
3978,2020,Nanortalik,water,GS047
3979,2020,Nanortalik,water,GS048
3980,2020,Nanortalik,water,GT046
3981,2020,Napasoq,water,JG023
3982,2020,Napasoq,water,JK023
3983,2020,Napasoq,water,JK024
3984,2020,Napasoq,water,JL023
3985,2020,Napasoq,water,JL024
3986,2020,Napasoq,water,JM023
3987,2020,Napasoq,water,JM024
3988,2020,Napasoq,water,JN023
3989,2020,Napasoq,water,JN024
3990,2020,Napasoq,water,JS020
3991,2020,Napasoq,water,JS021
3992,2020,Narsaq,water,GN051
3993,2020,Narsaq,water,GP048
3994,2020,Narsaq,water,GR043
3995,2020,Narsaq,water,GR046
3996,2020,Narsaq,water,GR047
3997,2020,Narsaq,water,GR049
3998,2020,Narsaq,water,GS043
3999,2020,Narsaq,water,GS044
4000,2020,Narsaq,water,GS046
4001,2020,Narsaq,water,GS047
4002,2020,Narsaq,water,GS048
4003,2020,Narsaq,water,GT046
4004,2020,Narsaq,water,GT047
4005,2020,Narsaq,water,GX049
4006,2020,Narsaq,water,GX051
4007,2020,Narsarsuaq,water,GS048
4008,2020,Narsarsuaq,water,GX051
4009,2020,Niaqornaarsuk,water,KS022
4010,2020,Niaqornaarsuk,water,KV021
4011,2020,Niaqornaarsuk,water,KV022
4012,2020,Niaqornaarsuk,water,KV024
4013,2020,Niaqornaarsuk,water,KX019
4014,2020,Niaqornaarsuk,water,KX021
4015,2020,Niaqornaarsuk,water,KX022
4016,2020,Niaqornaarsuk,water,LD019
4017,2020,Niaqornaarsuk,water,LD025
4018,2020,Niaqornaarsuk,water,LE024
4019,2020,Niaqornaarsuk,water,LE025
4020,2020,Niaqornaarsuk,water,LK015
4021,2020,Niaqornaarsuk,water,LM013
4022,2020,Niaqornat,water,LV024
4023,2020,Niaqornat,water,LX024
4024,2020,Niaqornat,water,LX025
4025,2020,Nuuk,water,GZ038
4026,2020,Nuuk,water,HX026
4027,2020,Nuuk,water,HX027
4028,2020,Nuuk,water,HZ026
4029,2020,Nuuk,water,HZ027
4030,2020,Nuuk,water,JA026
4031,2020,Nuuk,water,JA027
4032,2020,Nuuk,water,JB025
4033,2020,Nuuk,water,JB026
4034,2020,Nuuk,water,JD024
4035,2020,Nuuk,water,JD025
4036,2020,Nuuk,water,JE022
4037,2020,Nuuk,water,JE024
4038,2020,Nuuk,water,JE025
4039,2020,Nuuk,water,JE027
4040,2020,Nuuk,water,JE031
4041,2020,Nuuk,water,JF024
4042,2020,Nuuk,water,JG024
4043,2020,Nuuk,water,JG029
4044,2020,Nuuk,water,JH016
4045,2020,Nuuk,water,JH027
4046,2020,Nuuk,water,JJ029
4047,2020,Nuuk,water,LA026
4048,2020,Nuuk,water,LF028
4049,2020,Nuuk,water,LG028
4050,2020,Nuuk,water,LM026
4051,2020,Nuuk,water,LN027
4052,2020,Nuuk,water,LN028
4053,2020,Nuuk,water,LZ026
4054,2020,Nuuk,water,LZ027
4055,2020,Nuuk,water,MB021
4056,2020,Nuuk,water,MB024
4057,2020,Nuuk,water,MD019
4058,2020,Nuuk,water,MT008
4059,2020,Nuuk,water,MT009
4060,2020,Nuuk,water,MV008
4061,2020,Nuuk,water,MV009
4062,2020,Nuuk,water,MX008
4063,2020,Nuuk,water,MX009
4064,2020,Nuuk,water,MZ007
4065,2020,Nuuk,water,NA007
4066,2020,Nuuk,water,NA008
4067,2020,Nuuk,water,NB007
4068,2020,Nuuk,water,NB008
4069,2020,Nuuk,water,NB009
4070,2020,Nuuk,water,ND008
4071,2020,Nuuk,water,NE008
4072,2020,Nuuk,water,NE009
4073,2020,Oqaatsut,water,LG028
4074,2020,Paamiut,water,HB032
4075,2020,Paamiut,water,HB035
4076,2020,Paamiut,water,HD034
4077,2020,Paamiut,water,HE033
4078,2020,Paamiut,water,HE034
4079,2020,Paamiut,water,HE035
4080,2020,Paamiut,water,HE036
4081,2020,Paamiut,water,HF034
4082,2020,Paamiut,water,HF035
4083,2020,Paamiut,water,HG033
4084,2020,Paamiut,water,HG034
4085,2020,Paamiut,water,HG035
4086,2020,Paamiut,water,HH033
4087,2020,Paamiut,water,HH034
4088,2020,Paamiut,water,HH035
4089,2020,Paamiut,water,HH036
4090,2020,Paamiut,water,HP030
4091,2020,Paamiut,water,HT027
4092,2020,Paamiut,water,HT028
4093,2020,Paamiut,water,HX027
4094,2020,Paamiut,water,HZ026
4095,2020,Paamiut,water,HZ027
4096,2020,Qaanaaq,water,PV393
4097,2020,Qaarsut,water,LV024
4098,2020,Qaarsut,water,LX021
4099,2020,Qaarsut,water,LX022
4100,2020,Qaarsut,water,LX023
4101,2020,Qaarsut,water,LX026
4102,2020,Qaarsut,water,LZ023
4103,2020,Qaqortoq,water,GP049
4104,2020,Qaqortoq,water,GR046
4105,2020,Qaqortoq,water,GR048
4106,2020,Qaqortoq,water,GR049
4107,2020,Qaqortoq,water,GS047
4108,2020,Qasigiannguit,water,LA028
4109,2020,Qasigiannguit,water,LB027
4110,2020,Qasigiannguit,water,LB028
4111,2020,Qasigiannguit,water,LD028
4112,2020,Qasigiannguit,water,LD029
4113,2020,Qasigiannguit,water,LE025
4114,2020,Qasigiannguit,water,LE028
4115,2020,Qasigiannguit,water,LF027
4116,2020,Qasigiannguit,water,LF028
4117,2020,Qasigiannguit,water,LG028
4118,2020,Qasigiannguit,water,LH028
4119,2020,Qasigiannguit,water,LJ015
4120,2020,Qasigiannguit,water,LN028
4121,2020,Qasigiannguit,water,LN029
4122,2020,Qassimiut,water,GP048
4123,2020,Qassimiut,water,GS043
4124,2020,Qassimiut,water,GS044
4125,2020,Qassimiut,water,GS045
4126,2020,Qassimiut,water,GS046
4127,2020,Qassimiut,water,GS047
4128,2020,Qassimiut,water,GT046
4129,2020,Qeqertaq,water,LG027
4130,2020,Qeqertaq,water,LG028
4131,2020,Qeqertaq,water,LN027
4132,2020,Qeqertaq,water,LN028
4133,2020,Qeqertarsuaq,water,LF019
4134,2020,Qeqertarsuaq,water,LF027
4135,2020,Qeqertarsuaq,water,LF028
4136,2020,Qeqertarsuaq,water,LG019
4137,2020,Qeqertarsuaq,water,LG028
4138,2020,Qeqertarsuaq,water,LH016
4139,2020,Qeqertarsuaq,water,LH017
4140,2020,Qeqertarsuaq,water,LH018
4141,2020,Qeqertarsuaq,water,LH019
4142,2020,Qeqertarsuaq,water,LH028
4143,2020,Qeqertarsuaq,water,LJ015
4144,2020,Qeqertarsuaq,water,LK013
4145,2020,Qeqertarsuaq,water,LK014
4146,2020,Qeqertarsuaq,water,LK015
4147,2020,Qeqertarsuaq,water,LK027
4148,2020,Qeqertarsuaq,water,LN027
4149,2020,Qeqertarsuaq,water,LN028
4150,2020,Qeqertarsuaq,water,LN029
4151,2020,Qeqertarsuaq,water,LP023
4152,2020,Qeqertarsuaq,water,LV025
4153,2020,Qeqertarsuaq,water,LX025
4154,2020,Qeqertarsuaq,water,LX027
4155,2020,Qeqertarsuaq,water,LZ024
4156,2020,Qeqertarsuaq,water,LZ025
4157,2020,Qeqertarsuaq,water,MB020
4158,2020,Qeqertarsuaq,water,MB023
4159,2020,Qeqertarsuatsiaat,water,HN030
4160,2020,Qeqertarsuatsiaat,water,HN031
4161,2020,Qeqertarsuatsiaat,water,HP030
4162,2020,Qeqertarsuatsiaat,water,HR030
4163,2020,Qeqertarsuatsiaat,water,HS028
4164,2020,Qeqertarsuatsiaat,water,HS029
4165,2020,Qeqertarsuatsiaat,water,HS030
4166,2020,Qeqertarsuatsiaat,water,HT028
4167,2020,Qeqertarsuatsiaat,water,HZ026
4168,2020,Saarloq,water,GP049
4169,2020,Saarloq,water,GR047
4170,2020,Saarloq,water,GS046
4171,2020,Saarloq,water,GS048
4172,2020,Saarloq,water,GT047
4173,2020,Saattut,ice,LV028
4174,2020,Saattut,ice,LX024
4175,2020,Saattut,ice,LX026
4176,2020,Saattut,ice,LX027
4177,2020,Saattut,ice,LX028
4178,2020,Saattut,ice,LZ026
4179,2020,Saattut,ice,LZ027
4180,2020,Saattut,ice,MA025
4181,2020,Saattut,ice,MA026
4182,2020,Saattut,water,LG028
4183,2020,Saattut,water,LX024
4184,2020,Saattut,water,LX027
4185,2020,Saattut,water,LX028
4186,2020,Saattut,water,LZ025
4187,2020,Saattut,water,LZ026
4188,2020,Saattut,water,LZ027
4189,2020,Saattut,water,LZ029
4190,2020,Saattut,water,MA026
4191,2020,Saqqaq,water,LF028
4192,2020,Saqqaq,water,LG028
4193,2020,Saqqaq,water,LN024
4194,2020,Saqqaq,water,LN025
4195,2020,Saqqaq,water,LN027
4196,2020,Saqqaq,water,LN028
4197,2020,Saqqaq,water,LP023
4198,2020,Saqqaq,water,LP024
4199,2020,Saqqaq,water,LP025
4200,2020,Sarfannguit,water,KH021
4201,2020,Sermiligaaq,water,600B3
4202,2020,Sisimiut,water,JT021
4203,2020,Sisimiut,water,JV019
4204,2020,Sisimiut,water,JV020
4205,2020,Sisimiut,water,KA018
4206,2020,Sisimiut,water,KD018
4207,2020,Sisimiut,water,KE019
4208,2020,Sisimiut,water,KG019
4209,2020,Sisimiut,water,KH020
4210,2020,Sisimiut,water,LG026
4211,2020,Sisimiut,water,LG027
4212,2020,Sisimiut,water,LG028
4213,2020,Sisimiut,water,LZ025
4214,2020,Tasiilaq,water,600B2
4215,2020,"Tasiusaq, Nanortalimmi",water,GR047
4216,2020,"Tasiusaq, Nanortalimmi",water,GR049
4217,2020,Ukkusissat,ice,MA024
4218,2020,Ukkusissat,water,LG028
4219,2020,Upernavik,water,MA026
4220,2020,Upernavik,water,ME018
4221,2020,Upernavik,water,MT008
4222,2020,Upernavik,water,MT009
4223,2020,Upernavik,water,MV007
4224,2020,Upernavik,water,MV008
4225,2020,Upernavik,water,MV009
4226,2020,Upernavik,water,MX007
4227,2020,Upernavik,water,MX008
4228,2020,Upernavik,water,MX009
4229,2020,Upernavik,water,MZ007
4230,2020,Upernavik,water,MZ008
4231,2020,Upernavik,water,MZ010
4232,2020,Upernavik,water,NA007
4233,2020,Upernavik,water,NA008
4234,2020,Upernavik,water,NA009
4235,2020,Upernavik,water,NB007
4236,2020,Upernavik,water,NB008
4237,2020,Upernavik,water,NB010
4238,2020,Upernavik,water,ND008
4239,2020,Upernavik,water,ND009
4240,2020,Upernavik,water,NE007
4241,2020,Upernavik,water,NE008
4242,2020,Upernavik Kujalleq,ice,MM011
4243,2020,Upernavik Kujalleq,water,MM011
4244,2020,Upernavik Kujalleq,water,MT008
4245,2020,Upernavik Kujalleq,water,MV008
4246,2020,Upernavik Kujalleq,water,MV009
4247,2020,Upernavik Kujalleq,water,MX008
4248,2020,Uummannaq,ice,LV024
4249,2020,Uummannaq,ice,LV026
4250,2020,Uummannaq,ice,LX024
4251,2020,Uummannaq,water,LV024
4252,2020,Uummannaq,water,LV025
4253,2020,Uummannaq,water,LV026
4254,2020,Uummannaq,water,LX023
4255,2020,Uummannaq,water,LX024
4256,2020,Uummannaq,water,LX025
4257,2020,Uummannaq,water,LX026
4258,2020,Uummannaq,water,LZ024
4259,2020,Uummannaq,water,LZ025
4260,2020,Uummannaq,water,LZ026
4261,2020,Uummannaq,water,MB020
4262,2020,Uummannaq,water,MB021
4263,2020,Uummannaq,water,MD019
4264,2020,Uummannaq,water,MD020
4265,2020,Uummannaq,water,MD023
4266,2021,Aasiaat,water,LA027
4267,2021,Aasiaat,water,LB021
4268,2021,Aasiaat,water,LB023
4269,2021,Aasiaat,water,LD021
4270,2021,Aasiaat,water,LD025
4271,2021,Aasiaat,water,LE019
4272,2021,Aasiaat,water,LN028
4273,2021,Akunnaaq,ice,LB023
4274,2021,Akunnaaq,water,KZ020
4275,2021,Akunnaaq,water,LA027
4276,2021,Akunnaaq,water,LB023
4277,2021,Akunnaaq,water,LD021
4278,2021,Akunnaaq,water,LD023
4279,2021,Akunnaaq,water,LD025
4280,2021,Akunnaaq,water,LD028
4281,2021,Akunnaaq,water,LE024
4282,2021,Akunnaaq,water,LE025
4283,2021,Alluitsup Paa,water,GN050
4284,2021,Alluitsup Paa,water,GR049
4285,2021,Arsuk,water,GT040
4286,2021,Arsuk,water,GV040
4287,2021,Arsuk,water,GX038
4288,2021,Arsuk,water,GX039
4289,2021,Arsuk,water,GX040
4290,2021,Arsuk,water,GZ038
4291,2021,Atammik,water,JG024
4292,2021,Atammik,water,JH023
4293,2021,Atammik,water,JH024
4294,2021,Atammik,water,JJ024
4295,2021,Atammik,water,JK024
4296,2021,Atammik,water,JK026
4297,2021,Atammik,water,JL024
4298,2021,Attu,water,JN023
4299,2021,Attu,water,JR023
4300,2021,Attu,water,KM017
4301,2021,Attu,water,KP017
4302,2021,Attu,water,KP018
4303,2021,Attu,water,KR019
4304,2021,Attu,water,KS017
4305,2021,Attu,water,KS018
4306,2021,Attu,water,KS019
4307,2021,Attu,water,KT019
4308,2021,Attu,water,KT020
4309,2021,Eqalugaarsuit,water,GR046
4310,2021,Iginniarfik,water,KT019
4311,2021,Iginniarfik,water,KT020
4312,2021,Iginniarfik,water,KV021
4313,2021,Ikamiut,water,KZ019
4314,2021,Ikamiut,water,LA025
4315,2021,Ikamiut,water,LB021
4316,2021,Ikamiut,water,LB025
4317,2021,Ikamiut,water,LB026
4318,2021,Ikamiut,water,LB027
4319,2021,Ikamiut,water,LD025
4320,2021,Ikamiut,water,LE025
4321,2021,Ikamiut,water,LE027
4322,2021,Ikamiut,water,LF028
4323,2021,Ikerasak,water,LV026
4324,2021,Ikerasak,water,LX026
4325,2021,Ikerasak,water,LX027
4326,2021,Ilimanaq,ice,LF028
4327,2021,Ilimanaq,water,LF028
4328,2021,Ilimanaq,water,LG028
4329,2021,Ilulissat,ice,LG028
4330,2021,Ilulissat,water,LF026
4331,2021,Ilulissat,water,LF027
4332,2021,Ilulissat,water,LF028
4333,2021,Ilulissat,water,LG027
4334,2021,Ilulissat,water,LG028
4335,2021,Ilulissat,water,LG030
4336,2021,Ilulissat,water,LH028
4337,2021,Ilulissat,water,LN027
4338,2021,Ilulissat,water,LN028
4339,2021,Ilulissat,water,LN029
4340,2021,Ilulissat,water,LZ025
4341,2021,Ilulissat,water,MA020
4342,2021,Ilulissat,water,MT009
4343,2021,Ilulissat,water,MV009
4344,2021,Ilulissat,water,NB005
4345,2021,Ilulissat,water,ND009
4346,2021,Ilulissat,water,ND010
4347,2021,Innaarsuit,ice,MX009
4348,2021,Innaarsuit,ice,MZ008
4349,2021,Innaarsuit,water,MV009
4350,2021,Innaarsuit,water,MV010
4351,2021,Innaarsuit,water,MX007
4352,2021,Innaarsuit,water,MX008
4353,2021,Innaarsuit,water,MX009
4354,2021,Innaarsuit,water,MZ007
4355,2021,Innaarsuit,water,MZ008
4356,2021,Innaarsuit,water,MZ009
4357,2021,Innaarsuit,water,NA009
4358,2021,Innaarsuit,water,ND009
4359,2021,Innaarsuit,water,NE008
4360,2021,Itilleq,water,KE019
4361,2021,Kangaamiut,water,JT019
